,MinMaxScaler(),RobustScaler(),StandardScaler()
MAE,39839817101.26286,3.3504515167053697,1920545579742.004
MSE,6.750254773722435e+23,19.94178864215029,1.586749782243946e+27
RMSE,519291770601.7272,4.458878603902771,24727019404609.09
