,MinMaxScaler(),RobustScaler(),StandardScaler()
MAE,3.438360580317172,3.321304903543438,3.623026628526555
MSE,21.045917928085405,20.317900815226245,23.04886138346316
RMSE,4.580767944299353,4.497461067695814,4.792348333686611
