,MinMaxScaler(),RobustScaler(),StandardScaler()
MAE,4.033940040350701,3.456430423107509,3.2945987246632127
MSE,26.09109966164242,20.198817977351265,18.886119010414248
RMSE,5.101761974226793,4.4889663626437715,4.34152716143374
