,MinMaxScaler(),RobustScaler(),StandardScaler()
MAE,3.067196089930144,3.063449413746434,3.0579964843479495
MSE,17.255351243080803,16.977293380952624,17.17557962735296
RMSE,4.145322580053909,4.104371161211789,4.121752992800295
