,MinMaxScaler(),RobustScaler(),StandardScaler()
MAE,3.0609945968949157,3.045278661483085,3.0452431751220694
MSE,17.94346307473422,17.96420699005143,17.80097877171333
RMSE,4.218195604499639,4.212960156348252,4.233853011768827
