,MinMaxScaler(),RobustScaler(),StandardScaler()
MAE,3.3337919348171687,3.258527603320961,3.717977822381132
MSE,19.15113563906123,18.799767831171366,23.17032632021179
RMSE,4.352088088605656,4.3167432013604214,4.789030745451061
