,MinMaxScaler(),RobustScaler(),StandardScaler()
MAE,3.882001952735036,3.381445574184576,3.2516394464354903
MSE,23.345070436774368,18.752162568452384,17.757713237124694
RMSE,4.806464582447375,4.315149448903775,4.203541051603349
