,poi-wo
Fit Time,0.04330554008483887
Score Time,0.002176833152770996
MAE,4.5775925211000175
MSE,32.060897828512374
RMSE,5.649585810119342
STD FT,0.016943792127340023
STD ST,0.0005676304377294856
STD MAE,0.33175084379503117
STD MSE,4.593593426024722
STD RMSE,0.3987173917151933
