,SVR
Fit Time,0.47920124530792235
Score Time,0.026053762435913085
MAE,4.482993678424082
MSE,31.631412041495672
RMSE,5.61520018595479
STD FT,0.26630547427432605
STD ST,0.007549894967115591
STD MAE,0.31009086721000684
STD MSE,3.8033910089215563
STD RMSE,0.33489453256702495
