"timestamp" "rawTimesamp" "distance" "lat" "lon" "alt" "speed" "acc" "dir" "connected" "rsrp" "rsrq" "sinr" "cqi" "ss" "ta" "ci" "pci" "id" "payload" "throughput" "rtt" "txPower" "measurement" "location"
80.99 1544679516 910.15 51.44313088 7.49016856 274.08 14.04 -0.18 216.44 1 -76 -5 29 12 55 6 27771904 487 7 1 7.30594 40 -3.40625 "1544679435" "highway"
94.36 1544679529 1098.87 51.44172504 7.48836586 277.37 13.87 0 225.36 1 -63 -5 23 13 63 6 27771904 487 8 9 16.0714 43 -5.09375 "1544679435" "highway"
105.42 1544679540 1257.51 51.440842 7.4865076 280.81 15.11 0.41 234.01 1 -62 -9 32 15 63 6 27771904 487 9 10 14.4665 46 -7.90625 "1544679435" "highway"
114.14 1544679549 1386.97 51.44011619 7.48496263 279.25 15.35 0 232.4 1 -56 -6 27 12 63 1 27771905 488 10 10 18.9125 66 -8.46875 "1544679435" "highway"
120.02 1544679555 1476.15 51.4397061 7.48409708 280.26 14.23 -0.59 232.27 1 -61 -6 27 13 63 1 27771905 488 11 0.1 4.76192 69 -9.48438 "1544679435" "highway"
133.5 1544679568 1677.59 51.43872914 7.48142095 284.66 14.53 0.44 240.72 1 -78 -6 16 11 55 1 27771905 488 12 5 10.8962 38 4.04688 "1544679435" "highway"
168.06 1544679603 2126.69 51.4376235 7.4764277 286.38 9.84 0.72 57.56 1 -95 -8 3 12 41 1 27771905 488 13 7 2.05527 49 16.6875 "1544679435" "highway"
168.98 1544679604 2135.75 51.43768466 7.47655587 286.38 11.32 1.62 56.36 1 -98 -11 -3 6 40 9 27771905 488 14 1 0.565811 1774 19.3281 "1544679435" "highway"
177.48 1544679612 2278.15 51.43849077 7.47838068 288.13 21.71 0 56.7 1 -100 -14 -13 2 43 9 27771905 488 15 9 5.18882 1650 19.1875 "1544679435" "highway"
177.65 1544679612 2282.01 51.43849077 7.47838068 288.13 21.71 0 56.7 1 -78 -10 9 13 57 9 27771905 488 16 6 6.71892 325 7.20313 "1544679435" "highway"
179.99 1544679615 2333.5 51.43870175 7.47891714 287.11 23.64 1.2 57.43 1 -76 -9 14 12 58 9 27771905 488 17 0.1 4.34784 36 0.171875 "1544679435" "highway"
194.12 1544679629 2678.3 51.44081985 7.48299216 280.21 24.69 0 40.02 1 -81 -6 10 10 52 9 27771905 488 18 9 16.8935 40 7.14063 "1544679435" "highway"
201.4 1544679636 2858.41 51.44212207 7.48435053 272.77 24.41 0 27.85 1 -66 -6 11 14 63 9 27771905 488 19 3 15.1803 38 -7.76563 "1544679435" "highway"
213.73 1544679648 3134.13 51.44427226 7.48587552 269.57 14.33 0 22.02 1 -62 -9 14 12 63 1 27771906 486 20 9 18.5806 37 -7.90625 "1544679435" "highway"
223.66 1544679658 3263.23 51.44451704 7.48734213 267.05 12.93 0 142.57 1 -71 -6 8 12 63 1 27771906 486 21 8 16.7759 38 -4 "1544679435" "highway"
231.14 1544679666 3362.3 51.44379791 7.48685785 265.77 14.56 0 255.56 1 -64 -8 15 12 63 1 27771906 486 22 2 12.7694 43 -7.84375 "1544679435" "highway"
241.67 1544679676 3546.02 51.44371354 7.48426169 264.25 22.89 0 268.49 1 -60 -9 18 12 63 1 27771906 486 23 4 17.7089 45 -8.14063 "1544679435" "highway"
254.72 1544679689 3904.98 51.44348726 7.47903138 260.65 30.71 0 262.53 1 -81 -9 16 11 55 1 27771906 486 24 10 17.762 64 12.0781 "1544679435" "highway"
271.69 1544679706 4437.91 51.4426925 7.47147977 250.1 29.91 -0.45 258.41 1 -84 -10 14 11 54 5 27771906 486 25 7 4.74939 65 9.90625 "1544679435" "highway"
272.61 1544679707 4465.36 51.44263871 7.47106121 249.11 29.65 0 258.52 1 -112 -15 -15 1 31 1 27771906 486 26 1 9.42285 225 18.9063 "1544679435" "highway"
288.43 1544679723 4940.19 51.44184336 7.46427644 240.25 30.43 0.36 262.31 1 -113 -16 1 8 34 10 30422273 155 27 4 3.72787 39 21.1719 "1544679435" "highway"
301.87 1544679736 5332.81 51.44158255 7.45886563 239.49 27.07 0.36 267.47 1 -101 -13 0 6 36 28 33527559 202 28 7 4.67056 41 20.5938 "1544679435" "highway"
307.54 1544679742 5491.75 51.44154532 7.45643252 235.04 29.97 0.67 269.88 1 -95 -9 3 8 37 28 33527559 202 29 5 6.82594 717 16.9219 "1544679435" "highway"
310 1544679745 5565.33 51.44155406 7.45557768 233.55 29.19 -0.7 270.64 1 -84 -6 19 10 48 28 33527559 202 30 0.1 3.92158 38 10.875 "1544679435" "highway"
323.94 1544679759 5956.51 51.44187174 7.44996992 230.61 23.11 -2.55 278.76 1 -72 -5 33 15 60 28 33527559 202 31 4 7.76888 39 0.164063 "1544679435" "highway"
336.93 1544679772 6254.58 51.44235221 7.44575718 226.22 23.08 0.3 282.77 1 -72 -6 34 15 59 28 33527559 202 32 7 7.90068 37 -1.51563 "1544679435" "highway"
360.43 1544679795 6856.33 51.44395134 7.43731435 219.94 26.06 1.02 291.3 1 -57 -5 34 15 63 28 33527559 202 34 10 7.55073 35 -9.10938 "1544679435" "highway"
369.99 1544679805 7130.43 51.44491055 7.43384568 209.73 30.2 -0.18 296.71 1 -68 -6 24 15 56 1 33527561 449 36 0.1 4.16668 39 -4.40625 "1544679435" "highway"
390.01 1544679825 7752.29 51.44841358 7.42705059 186.23 30.09 -0.89 321.34 1 -69 -5 19 15 53 1 33527561 449 37 9 7.31039 36 -4.73438 "1544679435" "highway"
407.93 1544679843 8285.6 51.45271086 7.42366972 166.12 28.93 0.09 342.44 1 -90 -10 9 7 44 1 33527561 449 39 0.5 0.849437 1905 16.6406 "1544679435" "highway"
413.79 1544679848 8453.38 51.45416703 7.42298714 160.98 27.69 -0.18 343.81 1 -93 -10 5 6 42 45 28365063 274 40 0.1 0.454031 433 18.9531 "1544679435" "highway"
419.56 1544679854 8616.86 51.45564646 7.42228812 158.11 29.84 0 342 1 -89 -11 6 10 43 1 33527561 449 38 8 2.48776 561 16.5469 "1544679435" "highway"
432.72 1544679867 9017.15 51.45892022 7.42002598 154 33.07 0.71 330.92 1 -87 -11 2 8 47 18 27770889 335 41 1 1.2321 3264 15.9375 "1544679435" "highway"
440.32 1544679875 9279.44 51.46102158 7.4178215 152.97 36.2 1.25 323.06 1 -86 -14 0 4 52 10 27770883 35 43 0.5 7.57576 38 -11.3594 "1544679435" "highway"
451.03 1544679886 9654.57 51.46334417 7.41445558 152.91 33.93 -0.03 313.05 1 -86 -9 7 9 52 10 27770883 35 44 3 20.0669 46 15.6719 "1544679435" "highway"
462.53 1544679897 10046.9 51.46566691 7.40994682 154.62 32.68 0 308.01 1 -97 -11 10 7 45 4 27770883 35 45 10 30.0526 41 17.9375 "1544679435" "highway"
471.72 1544679906 10354.95 51.46736339 7.40653307 157.64 33.73 0 309.85 1 -92 -8 6 10 43 4 27770885 33 46 8 34.2612 42 15.9688 "1544679435" "highway"
483.04 1544679918 10726.67 51.4695536 7.40272407 159.42 31.83 0 314.69 1 -84 -8 8 12 53 20 27771140 49 47 9 22.6486 42 14.8906 "1544679435" "highway"
491.05 1544679926 10970.36 51.47111346 7.40025628 161.9 29.65 0 316.98 1 -79 -6 20 12 58 20 27771140 49 48 4 26.6002 42 7.48438 "1544679435" "highway"
500.55 1544679935 11253.66 51.47313237 7.39740118 166.32 30.03 -0.96 320.36 1 -83 -7 11 15 54 20 27771140 49 49 1 11.4286 49 4.29688 "1544679435" "highway"
511.02 1544679946 11546.95 51.47513011 7.39502942 169.62 26.32 -0.03 327.44 1 -85 -8 12 15 53 20 27771140 49 50 3 20.6009 48 14.125 "1544679435" "highway"
522.43 1544679957 11836.21 51.47753011 7.39309503 178.52 19.36 0 344.81 1 -81 -8 13 10 57 20 27771140 49 51 5 15.3787 38 11.125 "1544679435" "highway"
530.71 1544679965 11989.11 51.4787831 7.39346224 176.55 18.52 0.14 28.68 1 -85 -6 10 12 53 4 27771139 48 52 2 18.2857 46 8.32813 "1544679435" "highway"
540.84 1544679975 12137.83 51.47996623 7.39347091 180.43 10.56 0 338.09 1 -92 -8 7 9 47 4 27771139 48 53 2 16.3099 36 18.1719 "1544679435" "highway"
551.27 1544679986 12267.21 51.48076807 7.39481754 187.08 16.54 1.72 59.4 1 -86 -7 13 13 52 4 27771139 48 54 5 27.9525 40 20.6563 "1544679435" "highway"
560.04 1544679995 12416.96 51.48140373 7.39652989 187.07 16.66 -0.27 59.23 1 -87 -6 14 9 50 4 27771139 48 55 0.1 3.84617 48 15.0625 "1544679435" "highway"
582.36 1544680017 12592.91 51.4823345 7.39848518 186.4 0 0 45.83 1 -83 -5 19 12 50 4 27771139 48 57 10 32.5203 57 12.5781 "1544679435" "highway"
601.25 1544680036 12592.91 51.4823345 7.39848518 186.32 0 0 45.83 1 -80 -4 24 15 54 4 27771139 48 59 5 28.9855 44 0.5 "1544679435" "highway"
611.28 1544680046 12600.87 51.48251123 7.39871829 183.79 8.51 0 39.92 1 -81 -4 17 15 53 4 27771139 48 60 4 22.5352 39 1.01563 "1544679435" "highway"
624.92 1544680060 12767.89 51.48373557 7.4000562 187.03 14.8 0 36.09 1 -91 -7 9 12 47 4 27771139 48 61 10 15.8983 41 17.1094 "1544679435" "highway"
630.71 1544680065 12855.76 51.48438495 7.40085799 186.97 14.92 -0.23 39.81 1 -98 -6 10 8 38 9 28365058 223 62 1 8.93855 36 20.1406 "1544679435" "highway"
654.93 1544680090 13137.49 51.48629152 7.40211489 182.26 12.2 0 329.05 1 -99 -8 5 6 38 9 28365058 223 64 9 14.2264 44 17.0938 "1544679435" "highway"
662.93 1544680098 13238.87 51.48718721 7.40166874 181.84 12.7 0 348.71 1 -93 -12 5 10 50 14 33519104 128 65 10 26.729 41 17.7813 "1544679435" "highway"
670.26 1544680105 13334.94 51.48811853 7.40170032 180.91 12.92 0 0.23 1 -88 -6 17 11 47 2 26385409 93 66 0.5 8.73362 40 13.4688 "1544679435" "highway"
680.93 1544680116 13448 51.48898614 7.4017392 180.2 4.14 -0.96 359.67 1 -86 -10 11 9 54 2 26385409 93 67 2 14.8837 49 12.7031 "1544679435" "highway"
690.26 1544680125 13500.01 51.48940113 7.40207201 178.95 7.77 4.29 89.31 1 -68 -5 32 15 63 2 26385410 94 68 1 18.7354 43 -10.6406 "1544679435" "highway"
700.08 1544680135 13598.24 51.48941747 7.40359097 177.82 13.81 13.04 90.84 1 -72 -6 24 13 63 2 26385410 94 69 0.1 3.57144 40 -4.57813 "1544679435" "highway"
709.97 1544680145 13733.36 51.48941666 7.4053695 180.08 12.87 0.09 87.66 1 -75 -7 17 6 62 1 26385408 95 70 0.1 5.36915 40 1.60938 "1544679435" "highway"
719.97 1544680155 13865.41 51.48964596 7.40725467 182.8 12.88 -0.33 77.92 1 -74 -5 29 11 61 1 26385408 95 71 0.1 4.67838 40 -3.78125 "1544679435" "highway"
739.99 1544680175 14125.34 51.49012598 7.41091134 170.86 12.82 0 77.76 1 -81 -5 24 9 54 1 26385408 95 73 0.1 4.76192 38 5.85938 "1544679435" "highway"
17.77 1544765091 231.61 51.44776618 7.48794424 256 13.94 -0.59 193.32 1 -102 -11 2 9 39 7 28371201 66 0 6 6.11309 36 21.1563 "1544765074" "highway"
22.96 1544765097 303.59 51.44715965 7.4878949 256.56 14.22 0.38 179.24 1 -104 -11 0 8 38 9 27771909 271 1 5 13.2231 46 21.3438 "1544765074" "highway"
33.06 1544765107 450.21 51.44594762 7.48876952 259.82 15.23 0.12 145.66 1 -106 -12 2 9 37 9 27771909 271 2 5 12.8535 46 20.4375 "1544765074" "highway"
40.17 1544765114 558.08 51.44531976 7.48997522 265.92 14.46 -0.26 128.51 1 -103 -10 -3 6 36 13 28371201 66 3 0.1 3.07693 42 20.4375 "1544765074" "highway"
57.39 1544765131 700.29 51.44466136 7.49152783 273.16 0 0 127.49 1 -110 -11 1 5 30 6 27771907 272 4 6 6.45248 38 21.1875 "1544765074" "highway"
71.88 1544765146 798.58 51.44378502 7.49098265 273.58 11.48 0.84 215.8 1 -88 -5 18 11 48 6 27771907 272 6 8 33.0067 37 16.75 "1544765074" "highway"
80.35 1544765154 906.49 51.44304055 7.49008636 273.08 13.76 0 216.33 1 -90 -6 22 12 47 6 27771907 272 7 0.5 9.13242 47 16.7188 "1544765074" "highway"
91.83 1544765166 1064.01 51.44184928 7.4886273 276.02 14.41 0.6 222.62 1 -74 -5 27 12 61 6 27771907 272 8 8 33.7375 37 1 "1544765074" "highway"
100.72 1544765174 1189.66 51.44109791 7.48711558 281.98 14.76 -0.47 232.34 1 -76 -5 20 15 59 6 27771907 272 9 2 19.536 37 2.73438 "1544765074" "highway"
110.4 1544765184 1331.47 51.44039464 7.48559933 285.79 14.65 0 232.88 1 -79 -6 15 11 58 1 27771908 270 10 1 15.748 39 6.10156 "1544765074" "highway"
121.26 1544765195 1488.74 51.43950286 7.48372641 287.46 14.12 0 233.31 1 -68 -4 32 14 63 1 27771908 270 11 5 30.1659 37 -8.53125 "1544765074" "highway"
131 1544765205 1631.09 51.43879974 7.48185663 286.73 14.57 -0.52 241.03 1 -82 -4 32 15 53 1 27771908 270 12 3 21.9579 36 12.1719 "1544765074" "highway"
141.65 1544765215 1792.05 51.43808311 7.47973041 287.23 14.69 -0.8 240.73 1 -100 -6 11 1 36 1 27771908 270 13 2 9.18485 38 20.2656 "1544765074" "highway"
155.57 1544765229 1996.92 51.43722904 7.4770818 289.21 12.74 -2.72 244.66 1 -104 -7 9 7 34 1 27771908 270 14 4 5.69902 50 21 "1544765074" "highway"
163.47 1544765237 2081.97 51.43748089 7.47614921 289.42 8.5 -0.55 18.83 1 -104 -7 16 8 33 1 27771908 270 15 9 20.4371 40 21 "1544765074" "highway"
171.77 1544765245 2181.29 51.43812995 7.47734585 290.73 17.28 3 53.46 1 -79 -4 30 1 56 1 27771908 270 16 8 35.4178 48 2.82813 "1544765074" "highway"
191.99 1544765266 2616.77 51.44047177 7.48243435 286.31 22.66 0.19 42.29 1 -86 -6 12 15 51 1 27771908 270 18 8 31.2653 39 12.7344 "1544765074" "highway"
212.42 1544765286 3079.1 51.44390449 7.48566127 276.95 18.71 0 21.37 1 -71 -5 22 15 63 1 27771909 271 20 9 28.9855 38 -3.6875 "1544765074" "highway"
222.32 1544765296 3227.62 51.44466632 7.48706785 268.87 13.25 0 112.02 1 -79 -6 29 15 57 1 27771909 271 21 10 33.7981 45 9.60938 "1544765074" "highway"
230.43 1544765304 3338.16 51.44387765 7.48720326 265.36 14.02 0 235.01 1 -69 -5 25 15 63 1 27771909 271 22 0.5 7.44879 36 -2.25 "1544765074" "highway"
240.98 1544765315 3519.27 51.44368984 7.48441102 262.4 22.13 1.56 267.84 1 -88 -6 20 12 49 1 27771909 271 23 4 29.9065 37 18.7031 "1544765074" "highway"
250.29 1544765324 3733.91 51.44363155 7.48137789 264.63 24.51 0 266.27 1 -84 -5 22 12 51 1 27771909 271 24 0.1 2.13334 53 11.0313 "1544765074" "highway"
261.89 1544765336 4029.1 51.44332858 7.47705475 261.41 25.24 0.08 262.25 1 -87 -6 22 12 48 1 27771909 271 25 6 24.3284 41 16.4063 "1544765074" "highway"
271.37 1544765345 4267.83 51.44296856 7.47384718 256.44 24.95 0 258.72 1 -105 -9 10 7 34 1 27771909 271 26 4 23.6162 37 20.8438 "1544765074" "highway"
286.4 1544765360 4645.36 51.44226 7.46855438 244.79 28.18 0 257.88 1 -106 -7 15 10 30 10 30422273 155 27 10 12.3628 38 21.4688 "1544765074" "highway"
293.22 1544765367 4848.11 51.44191496 7.46556925 239.92 29.95 -0.13 261.01 1 -105 -7 0 6 32 27 31281409 195 28 6 14.5103 33 21.2969 "1544765074" "highway"
315.99 1544765390 5535.36 51.44152287 7.4555827 233.11 31.05 0.63 271.19 1 -102 -8 6 6 36 27 31281409 195 30 10 13.2188 38 20.9844 "1544765074" "highway"
321 1544765395 5696.22 51.44160935 7.45324883 232.36 33.81 0.4 274.43 1 -87 -8 5 10 48 16 33527552 376 31 4 29.5203 40 19.0156 "1544765074" "highway"
331.75 1544765405 6056.69 51.44204223 7.44799757 225.89 33.72 0.14 279.86 1 -79 -4 24 12 57 16 33527552 376 32 8 35.6546 39 3.1875 "1544765074" "highway"
350.26 1544765424 6698.6 51.44348324 7.43930687 217.39 36.18 0 289.01 1 -78 -5 25 13 60 16 33527552 376 34 0.5 10.4439 37 6.89063 "1544765074" "highway"
360.67 1544765434 7079.85 51.44488018 7.4339406 211.04 37.36 0.64 296.4 1 -88 -6 8 12 48 1 33527554 375 35 2 20.5656 37 13.7813 "1544765074" "highway"
370.56 1544765444 7451.28 51.44677527 7.42951467 200 37.55 -0.76 311.61 1 -79 -5 21 14 56 1 33527554 375 36 2 25.0784 38 7.48438 "1544765074" "highway"
383.71 1544765457 7942.27 51.45013694 7.42528793 183.63 36.58 -0.85 331.89 1 -91 -6 5 9 45 1 33527554 375 37 9 19.0627 41 15.5625 "1544765074" "highway"
392.65 1544765466 8263.02 51.45280542 7.42360138 173.96 35.68 0.35 342.68 1 -103 -10 1 6 38 37 29568770 414 38 3 8.80088 58 21.0313 "1544765074" "highway"
400.08 1544765474 8526.97 51.45496778 7.42262117 162.61 33.96 -0.6 343.4 1 -97 -11 -1 6 42 16 27770883 35 39 0.1 4.04042 41 18.8594 "1544765074" "highway"
413.23 1544765487 8967.85 51.45858215 7.42029425 153.72 31.36 -0.5 332.19 1 -89 -10 -2 6 46 13 27770883 35 40 10 24.3531 38 18.2969 "1544765074" "highway"
420.09 1544765494 9182.21 51.46029747 7.4186574 151.81 32.13 0.42 325.65 1 -81 -8 3 12 51 11 27770883 35 41 0.1 4.06093 43 5.85938 "1544765074" "highway"
430.66 1544765504 9539.43 51.46291222 7.41519775 151.13 36.46 1.1 316.75 1 -77 -6 19 15 57 6 27770883 35 42 2 21.6509 38 4.83594 "1544765074" "highway"
440.4 1544765514 9889.1 51.4648288 7.41173082 152.03 34 0 308.6 1 -83 -9 8 10 50 6 27770883 35 43 0.5 7.72201 42 4.60938 "1544765074" "highway"
450.87 1544765525 10235.64 51.46683483 7.40753712 157.96 34.98 0.57 308.98 1 -90 -7 13 12 46 4 27770885 33 44 3 24.6914 35 19.5625 "1544765074" "highway"
462.39 1544765536 10637.03 51.46911957 7.40339683 162.61 34.27 0 313.31 1 -85 -6 10 13 52 4 27770885 33 45 8 26.2834 38 13.4063 "1544765074" "highway"
470.45 1544765544 10911.21 51.47083515 7.4006195 162.53 33.63 0 316.23 1 -79 -4 22 12 57 19 27771140 49 46 1 14.8423 38 7.15625 "1544765074" "highway"
491.24 1544765565 11572.52 51.47551232 7.39466433 171.33 28.17 0.08 329.5 1 -83 -6 8 10 53 19 27771140 49 48 5 30.9119 36 12.875 "1544765074" "highway"
502.64 1544765576 11854.87 51.47786113 7.39299728 177.15 17.73 -0.5 350.49 1 -85 -7 7 11 52 19 27771140 49 49 6 17.7976 40 16.1875 "1544765074" "highway"
510.12 1544765584 11988.38 51.47891489 7.3935827 180.6 16.31 -1.88 29.23 1 -80 -5 23 15 56 4 27771139 48 50 0.1 3.40427 37 5.34375 "1544765074" "highway"
522.06 1544765596 12141.42 51.48016021 7.39340451 187.67 8.51 -0.6 14.66 1 -85 -5 3 6 51 15 28365058 223 51 8 31.3112 38 13.9844 "1544765074" "highway"
531.24 1544765605 12247.32 51.48077079 7.3946693 188.62 17.05 1.08 56.86 1 -87 -6 12 10 50 5 27771139 48 52 5 30.5577 44 15.7344 "1544765074" "highway"
542.08 1544765616 12435.99 51.48162831 7.39701705 189.97 16.47 -0.54 58.09 1 -86 -7 11 8 51 6 27771139 48 53 6 22.3881 37 20.1563 "1544765074" "highway"
562.44 1544765636 12584.12 51.48239124 7.39854755 188.37 0 0 43.34 1 -82 -4 22 13 51 6 27771139 48 55 9 28.6738 38 9.79688 "1544765074" "highway"
572.37 1544765646 12584.12 51.48239124 7.39854755 188.06 0 0 43.34 1 -84 -5 21 4 50 6 27771139 48 56 8 26.4901 60 11.9844 "1544765074" "highway"
581.42 1544765655 12625.21 51.48278594 7.39904682 184.8 10.85 0 36.01 1 -89 -6 11 9 47 6 27771139 48 57 5 26.5781 37 16.0313 "1544765074" "highway"
590.15 1544765664 12751.52 51.48378817 7.40007404 190.36 16.5 -0.03 35.49 1 -94 -7 9 15 43 6 27771139 48 58 0.1 4.67838 38 17.9063 "1544765074" "highway"
601.75 1544765675 12941.12 51.48512334 7.40193496 185.71 15.87 -0.25 43.03 1 -97 -7 8 6 38 9 28365058 223 59 3 12.931 35 19.375 "1544765074" "highway"
617.02 1544765691 13114.11 51.48625249 7.40211472 182.33 11.17 0.16 327.11 1 -86 -5 1 6 50 16 29391105 167 60 10 11.9439 45 14.2188 "1544765074" "highway"
631.63 1544765705 13309.33 51.48807619 7.40166976 181.9 13.91 -0.05 0.04 1 -82 -5 16 12 53 3 26385409 93 62 7 32.9218 60 9.3125 "1544765074" "highway"
640.48 1544765714 13427.28 51.48911835 7.4017177 177.05 10.24 -4.98 1 1 -84 -8 10 12 54 3 26385409 93 63 1 13.0719 35 2.8125 "1544765074" "highway"
651.22 1544765725 13514.67 51.4894169 7.40251245 176.55 10.96 0.73 89.92 1 -70 -5 27 13 63 3 26385410 94 64 5 31.1526 42 -4.1875 "1544765074" "highway"
660.23 1544765734 13621.93 51.489417 7.40409746 179.31 13.24 0.17 91.32 1 -76 -7 26 15 61 3 26385410 94 65 0.1 2.60587 47 -2.15625 "1544765074" "highway"
672.03 1544765746 13777.32 51.48950942 7.40639039 185.93 13.12 -0.4 79.1 1 -72 -6 22 13 63 1 26385408 95 66 9 34.4333 37 -1.01563 "1544765074" "highway"
680.05 1544765754 13885.3 51.48972866 7.40792591 186.55 13.45 -0.08 78.24 1 -76 -5 22 15 60 1 26385408 95 67 0.1 4.76192 37 -4.04688 "1544765074" "highway"
691.51 1544765765 14047.46 51.49003513 7.41033897 181.18 13.08 0.01 78.46 1 -79 -6 29 15 56 1 26385408 95 68 7 35.3535 37 9.60938 "1544765074" "highway"
12.94 1545025378 137.17 51.44886574 7.48839901 250.81 13.59 0.34 185.65 1 -101 -10 8 8 41 6 28371201 66 0 3 8.14388 40 20.5391 "1545025365" "highway"
25.43 1545025390 312.07 51.44736264 7.48786139 250.41 13.13 0 186.9 1 -107 -12 0 5 33 6 28371201 66 1 8 11.8234 47 20.4063 "1545025365" "highway"
32.03 1545025397 402.34 51.44651399 7.48818557 252.83 13.84 -0.08 161.47 1 -105 -11 2 5 38 9 27771909 271 2 3 11.4395 40 20.3281 "1545025365" "highway"
48.14 1545025413 636.48 51.44504009 7.49056831 265.44 13.4 0 127.71 1 -102 -8 10 12 36 9 27771909 271 3 7 7.05023 42 21.0156 "1545025365" "highway"
65.25 1545025430 728.47 51.44460518 7.49159454 266.72 0 0 126.17 1 -111 -15 -9 5 38 6 27771909 271 4 10 5.27565 36 20.0469 "1545025365" "highway"
69.46 1545025434 728.47 51.44460518 7.49159454 266.74 0 0 126.17 1 -107 -12 -14 6 44 6 27771907 272 5 4 3.81543 399 20.2656 "1545025365" "highway"
79.97 1545025445 728.47 51.44460518 7.49159454 266.66 0 0 126.17 1 -107 -10 -3 5 38 6 27771907 272 6 9 7.29409 69 20.7969 "1545025365" "highway"
85.44 1545025450 728.47 51.44460144 7.49159977 266.5 0 0 140.67 1 -107 -10 -4 5 37 6 27771907 272 7 4 6.48692 34 21.2031 "1545025365" "highway"
90.54 1545025455 743.18 51.44439764 7.49166839 265.39 6.47 0 209.78 1 -97 -6 19 15 41 6 27771907 272 8 1 12.8824 35 18.9375 "1545025365" "highway"
100.44 1545025465 867.85 51.443472 7.49059409 274.03 16.49 0 216.72 1 -74 -5 32 15 63 6 27771907 272 9 0.5 8.3682 35 -4.71875 "1545025365" "highway"
110.83 1545025476 1035.34 51.44217745 7.48905665 276.29 15.62 0.1 217.41 1 -66 -4 31 15 63 6 27771907 272 10 3 27.5229 36 -8.23438 "1545025365" "highway"
120.36 1545025485 1186.25 51.44126716 7.48750379 280.39 16.06 0 231.35 1 -74 -5 27 15 62 6 27771907 272 11 0.5 9.00901 40 -4.65625 "1545025365" "highway"
131.3 1545025496 1363.76 51.44031654 7.48543621 280.91 16.44 0 232.33 1 -79 -7 16 15 61 1 27771908 270 12 5 30.6748 44 9.34375 "1545025365" "highway"
142.51 1545025507 1549.1 51.43935224 7.48329104 280.71 16.08 0 236.67 1 -71 -5 29 15 63 1 27771908 270 13 9 28.2575 41 -3.48438 "1545025365" "highway"
154.17 1545025519 1716.93 51.43855474 7.48102645 289.12 15.17 0 240.59 1 -85 -5 29 15 51 1 27771908 270 14 10 19.0658 35 12.8281 "1545025365" "highway"
174.02 1545025539 2003.91 51.43728742 7.47723464 290.2 12.48 -0.9 242.8 1 -106 -9 1 6 34 1 27771908 270 16 3 5.87372 35 20.8906 "1545025365" "highway"
182.4 1545025547 2095.5 51.43737843 7.47611981 289.97 8.09 0 353.56 1 -105 -8 6 6 35 1 27771908 270 17 7 22.8665 35 21.3281 "1545025365" "highway"
191.78 1545025556 2212.99 51.43818686 7.47758178 289.1 17.7 0.56 54.77 1 -79 -4 29 15 58 1 27771908 270 18 8 35.0685 41 3.14063 "1545025365" "highway"
200.7 1545025565 2374.02 51.43897907 7.47954239 289.31 16.76 -0.73 56.11 1 -85 -6 30 12 52 1 27771908 270 19 2 20.6718 35 13.3438 "1545025365" "highway"
212.17 1545025577 2567.04 51.43996569 7.48171495 286.12 19.35 0 51.86 1 -88 -6 27 1 49 1 27771908 270 20 8 29.3443 39 10.2656 "1545025365" "highway"
221.81 1545025587 2771.91 51.44141312 7.48376971 281.35 21.3 -0.4 34.62 1 -85 -7 13 15 54 1 27771908 270 21 8 34.4086 36 15.4688 "1545025365" "highway"
231.66 1545025596 2969.9 51.4430139 7.48506524 275.55 18.97 0.71 24.32 1 -86 -6 23 14 52 1 27771909 271 22 7 33.3135 43 12.5938 "1545025365" "highway"
242.26 1545025607 3152.02 51.44441266 7.48599821 268.32 12.8 0 24.82 1 -70 -5 29 12 63 1 27771909 271 23 9 31.4273 37 -4.82813 "1545025365" "highway"
252.34 1545025617 3275.49 51.44445913 7.48742343 265.89 12.26 0 148.96 1 -83 -6 26 15 55 1 27771909 271 24 7 24.0964 64 12.8906 "1545025365" "highway"
260.13 1545025625 3373.19 51.44379184 7.48687986 264.49 13.53 0 258.22 1 -77 -5 20 12 60 1 27771909 271 25 0.1 4.23282 64 10.0156 "1545025365" "highway"
270.31 1545025635 3552.61 51.44368601 7.48425279 262.65 23.71 0 268.45 1 -88 -6 27 12 49 1 27771909 271 26 0.5 10.582 63 10 "1545025365" "highway"
280.7 1545025645 3798.19 51.44360715 7.48049149 254.57 24.22 0.35 264.95 1 -87 -6 25 12 49 1 27771909 271 27 2 21.2766 63 15.2656 "1545025365" "highway"
293.43 1545025658 4121.81 51.44325708 7.47615293 253.99 25.38 0 260.77 1 -88 -6 17 15 47 1 27771909 271 28 8 18.5776 68 16.9375 "1545025365" "highway"
305.14 1545025670 4444.12 51.44266559 7.47148877 249.5 27.54 0 258.38 1 -106 -10 -4 5 35 10 27771909 271 29 10 15.5039 40 21 "1545025365" "highway"
315.54 1545025680 4737.67 51.44215666 7.46748831 241.5 29.09 0 259.05 1 -109 -8 1 6 30 10 30422273 155 30 9 12.9776 51 21.3281 "1545025365" "highway"
333.37 1545025698 5305.16 51.44156198 7.45929073 232.67 35.48 0 268.32 1 -102 -7 9 11 36 27 31281409 195 32 4 9.38141 37 20.8906 "1545025365" "highway"
340.83 1545025706 5569.06 51.44157102 7.45522387 228.4 34.68 -0.3 271.79 1 -99 -7 11 13 41 18 33527552 376 33 3 27.1186 41 19.5313 "1545025365" "highway"
