"timestamp" "rawTimesamp" "distance" "lat" "lon" "alt" "speed" "acc" "dir" "connected" "rsrp" "rsrq" "sinr" "cqi" "ss" "ta" "ci" "pci" "id" "payload" "throughput" "rtt" "txPower" "measurement" "location"
11.53 1544432938 113.75 51.49059236 7.4143063 156.39 12.21 0.5 77.59 1 -85 -5 22 10 50 7 26385408 95 0 4 24.5211 35 12.3047 "1544432927" "campus"
21.33 1544432948 231.4 51.4907167 7.41583512 152.53 11.17 0 87.24 1 -84 -6 11 13 52 4 29391105 167 1 2 14.8561 51 10.0156 "1544432927" "campus"
32.22 1544432959 323.73 51.49063376 7.41713752 154.23 6.44 0 48.55 1 -82 -6 21 15 54 4 29391105 167 2 4 16.2684 57 4.34375 "1544432927" "campus"
54.69 1544432982 537.34 51.49253066 7.41622166 154.41 12.33 0.02 336.68 1 -90 -6 16 9 45 4 29391105 167 4 8 14.5886 60 17.3125 "1544432927" "campus"
63.98 1544432991 650.07 51.49348443 7.41583636 153.05 11.69 -0.18 348.09 1 -101 -10 13 15 40 4 29391105 167 5 6 13.1255 57 19.9375 "1544432927" "campus"
72.76 1544433000 743.61 51.49433395 7.41554805 153.12 5.36 -1.15 346.91 1 -91 -11 8 8 48 4 29391105 167 6 5 16.3733 77 18.6563 "1544432927" "campus"
82.29 1544433009 755.91 51.49443217 7.41550146 153.71 0 0 346.05 1 -98 -12 7 7 45 4 29391105 167 7 4 15.8573 54 18.8594 "1544432927" "campus"
91.91 1544433019 755.91 51.49443217 7.41550146 154.21 0 0 346.05 1 -94 -11 -2 6 48 4 29391105 167 8 3 15.1038 79 11.2344 "1544432927" "campus"
112.97 1544433040 764.04 51.49454059 7.41545185 156.7 0 0 348.18 1 -92 -9 24 10 48 4 29391105 167 10 7 21.9608 47 15.9688 "1544432927" "campus"
123.21 1544433050 777.93 51.49451863 7.41501793 154.31 6.25 0 261.54 1 -89 -8 10 5 51 4 29391104 165 11 8 22.0158 82 15.2031 "1544432927" "campus"
130.96 1544433058 864.67 51.4943099 7.41361725 162.27 12.18 -0.24 257.76 1 -91 -8 16 7 48 4 29391104 165 12 1 10.929 46 17.375 "1544432927" "campus"
141.13 1544433068 992.26 51.49405633 7.41188378 167.65 13.46 0 258.66 1 -78 -6 15 15 57 4 29391104 165 13 3 27.1186 48 3.45313 "1544432927" "campus"
151.37 1544433078 1131.75 51.49379007 7.4099516 170.91 13.94 0 258.16 1 -84 -7 13 14 54 4 29391104 165 14 4 27.7296 45 11.875 "1544432927" "campus"
160.66 1544433087 1260.01 51.49351891 7.40797849 174.85 14.34 0.41 258.4 1 -85 -7 11 6 53 3 29391106 166 15 0.5 9.34579 46 4.57813 "1544432927" "campus"
173.53 1544433100 1435.9 51.49320896 7.40550206 172.62 14.41 0.6 258.23 1 -87 -7 11 9 52 3 29391106 166 16 9 22.0791 55 17.5781 "1544432927" "campus"
200.73 1544433128 1690.01 51.49300893 7.40209701 163.59 0 0 268.19 1 -92 -7 10 9 46 7 26385410 94 19 0.5 8.35073 66 14.875 "1544432927" "campus"
212.34 1544433139 1690.01 51.49300893 7.40209701 163.41 0 0 268.19 1 -92 -6 13 7 45 7 26385410 94 20 5 19.2308 58 16.1094 "1544432927" "campus"
220.47 1544433147 1690.01 51.49300998 7.40200007 162.84 0 0 273.89 1 -93 -8 13 6 46 7 26385410 94 21 0.1 3.61992 74 16.1094 "1544432927" "campus"
230.92 1544433158 1739.49 51.49258281 7.40174503 163.98 10.29 1.14 182.01 1 -90 -7 16 10 49 7 26385410 94 22 1 11.9225 54 16.7813 "1544432927" "campus"
240.46 1544433167 1851.81 51.49150021 7.40175529 168.92 11.86 -0.35 180.8 1 -87 -6 19 9 48 7 26385410 94 23 0.1 3.80954 67 14.7031 "1544432927" "campus"
252.01 1544433179 1983.3 51.49036304 7.4017815 174.72 11.2 -0.24 180.34 1 -83 -6 25 15 54 7 26385410 94 24 6 27.3973 52 12.8906 "1544432927" "campus"
261.61 1544433188 2070.54 51.48962588 7.40177736 180.72 2.43 -0.61 180.66 1 -77 -6 22 15 59 7 26385410 94 25 4 23.9521 59 7.85938 "1544432927" "campus"
272.62 1544433199 2143.61 51.48941128 7.40263088 179.6 11.21 1.34 91.84 1 -67 -5 20 13 63 7 26385410 94 26 9 30.7167 54 -6.10938 "1544432927" "campus"
281.99 1544433209 2256.98 51.48941917 7.40422921 180.46 11.92 -0.1 90.2 1 -70 -6 19 15 63 7 26385410 94 27 4 18.9461 53 -5.11719 "1544432927" "campus"
291.86 1544433219 2370.46 51.48944706 7.40585424 180.06 11.29 -0.17 83.74 1 -75 -7 13 15 63 1 26385408 95 28 6 29.7398 35 -4.98438 "1544432927" "campus"
300.76 1544433228 2467.92 51.48964717 7.40721569 178.55 8.51 -0.43 77.67 1 -75 -5 22 15 62 1 26385408 95 29 0.5 7.63359 40 -7 "1544432927" "campus"
310.38 1544433237 2509.54 51.4897617 7.40783174 179.36 8.14 3.98 76.05 1 -78 -6 18 15 59 1 26385408 95 30 0.1 4.16668 40 7.52344 "1544432927" "campus"
321.54 1544433248 2610.93 51.48991829 7.40931463 176.49 10.01 -0.3 75.81 1 -79 -5 21 12 57 1 26385408 95 31 5 31.0318 43 2.6875 "1544432927" "campus"
333.11 1544433260 2743.31 51.49014137 7.41110316 167.73 12.59 0 76.51 1 -81 -6 21 10 54 1 26385408 95 32 10 28.746 48 8.4375 "1544432927" "campus"
11.72 1544433277 148.52 51.49055628 7.41406254 159.95 13.18 0 78.28 1 -91 -6 7 15 46 1 26385408 95 0 3 20.9607 34 18.5469 "1544433265" "campus"
24.11 1544433290 301.24 51.49067793 7.41633238 155.94 8.87 0 95.54 1 -85 -6 3 6 51 4 29391105 167 1 10 23.3168 60 10.9531 "1544433265" "campus"
30.77 1544433296 335.93 51.49059118 7.41680459 155.69 1.2 -0.96 103.29 1 -88 -6 14 11 49 4 29391105 167 2 0.1 4.39562 47 18.5313 "1544433265" "campus"
41.62 1544433307 338.43 51.49058851 7.41681556 155.49 0 0 103.29 1 -81 -5 22 14 55 4 29391105 167 3 3 24.0722 66 2.65625 "1544433265" "campus"
51.85 1544433317 338.43 51.49058851 7.41681556 155.63 0 0 103.29 1 -81 -7 23 14 57 4 29391105 167 4 4 26.556 62 15.5156 "1544433265" "campus"
60.81 1544433326 358.77 51.49061454 7.41723562 157.75 4.99 0.47 26.89 1 -86 -7 20 11 52 4 29391105 167 5 0.1 4.14509 59 9.59375 "1544433265" "campus"
73.56 1544433339 467.17 51.49157245 7.4169318 159.18 9.56 0 348.64 1 -92 -6 11 15 46 4 29391105 167 6 6 16.2272 38 15.4688 "1544433265" "campus"
81.6 1544433347 552.67 51.49225118 7.41641587 158.63 12.18 0 331.57 1 -86 -5 27 10 50 4 29391105 167 7 2 16.2767 59 11.5313 "1544433265" "campus"
92.78 1544433358 693.56 51.49359578 7.4159156 151.81 12.44 -0.24 349.27 1 -96 -9 4 13 41 4 29391105 167 8 3 11.8636 47 20.1875 "1544433265" "campus"
101.87 1544433367 782.76 51.49431236 7.41556766 153.83 4.59 -1.22 346.48 1 -89 -7 12 15 48 4 29391105 167 9 2 12.8824 48 16.8906 "1544433265" "campus"
114.7 1544433380 793.86 51.49435323 7.41555061 153.77 0 0 348.41 1 -93 -8 7 15 46 4 29391105 167 10 8 15.8848 59 18.1406 "1544433265" "campus"
122.22 1544433388 793.86 51.49435323 7.41555061 153 0 0 348.41 1 -96 -8 11 11 43 4 29391105 167 11 3 14.8699 50 18.5156 "1544433265" "campus"
134.73 1544433400 809.87 51.49453103 7.41531407 150.23 6.93 0 256.03 1 -95 -10 4 6 47 4 29391105 167 12 8 15.7364 47 19.3906 "1544433265" "campus"
142.47 1544433408 893.11 51.49436613 7.41406908 154.62 12.31 0 257.9 1 -92 -8 5 6 46 3 29391104 165 13 7 30.2376 40 15.8125 "1544433265" "campus"
152.58 1544433418 1021.94 51.49412674 7.41226392 163.94 13.21 0 258.34 1 -86 -6 17 9 51 3 29391104 165 14 8 32.6032 35 11.8594 "1544433265" "campus"
161.74 1544433427 1145.93 51.49390569 7.41054261 166.97 13.53 0 257.85 1 -82 -7 24 12 56 3 29391104 165 15 4 27.7537 37 12.0469 "1544433265" "campus"
171.21 1544433437 1274.74 51.49365678 7.40862976 167.12 13.59 0 257.89 1 -81 -8 13 10 58 3 29391104 165 16 0.5 6.89655 60 0.382813 "1544433265" "campus"
180.81 1544433446 1412.43 51.4933896 7.40660543 168.04 14.63 0.49 258.04 1 -83 -7 19 10 55 3 29391106 166 17 0.1 3.68665 57 5.5 "1544433265" "campus"
193.89 1544433459 1604.43 51.49303163 7.4039068 168.41 13.55 -0.24 258.98 1 -91 -7 8 10 47 3 29391106 166 18 9 22.3048 53 16.4844 "1544433265" "campus"
202.7 1544433468 1713.55 51.49299606 7.40250197 165.77 9.5 0 269.92 1 -96 -13 0 6 47 3 29391106 166 19 4 15.625 66 19.7969 "1544433265" "campus"
213.62 1544433479 1741.61 51.49300662 7.40208124 162.61 0 0 269.97 1 -91 -6 25 8 47 6 26385410 94 20 8 21.9931 54 15.125 "1544433265" "campus"
233.09 1544433499 1917.26 51.49144343 7.40173217 167.98 12.66 0 181.39 1 -86 -8 30 11 54 6 26385410 94 22 8 26.4682 54 13.9063 "1544433265" "campus"
241.1 1544433507 2019.13 51.49053257 7.401715 169.89 12.75 0 180.24 1 -83 -6 17 15 54 6 26385410 94 23 1 16.7015 66 10.1563 "1544433265" "campus"
251.28 1544433517 2125.24 51.48964166 7.40175232 171.83 3.87 0 180.77 1 -76 -6 32 11 59 6 26385410 94 24 2 23.2897 48 -4.14063 "1544433265" "campus"
260.84 1544433526 2129.56 51.48961465 7.40175153 172.07 0 0 183.21 1 -66 -7 40 13 63 6 26385410 94 25 0.1 3.31951 47 -6.21094 "1544433265" "campus"
272.89 1544433538 2136.67 51.48944352 7.40176435 174.04 1.57 -0.46 178.8 1 -69 -6 16 14 63 6 26385410 94 26 8 28.7124 58 -5.01563 "1544433265" "campus"
281.07 1544433547 2151.67 51.48938647 7.40210381 176.72 8.72 0 93.19 1 -69 -5 37 12 63 6 26385410 94 27 0.5 8.54701 56 -9.28125 "1544433265" "campus"
291.7 1544433557 2269.81 51.48938555 7.40371804 182.07 12.07 0 90.39 1 -72 -6 15 12 63 6 26385410 94 28 2 15.0943 58 1.0625 "1544433265" "campus"
301.87 1544433567 2397.07 51.48941284 7.40569823 185.44 12.12 -0.26 85.76 1 -76 -7 18 12 62 2 26385408 95 29 4 25.4777 39 -2 "1544433265" "campus"
312.13 1544433578 2526.75 51.48965371 7.4074869 184.15 13 0 78.45 1 -73 -6 12 9 63 2 26385408 95 30 5 26.6845 52 -0.421875 "1544433265" "campus"
321.89 1544433587 2656.28 51.48989322 7.40934752 179.9 13.66 0.07 78.37 1 -80 -6 13 11 55 2 26385408 95 31 4 25.498 55 7.1875 "1544433265" "campus"
333.48 1544433599 2806.19 51.49016571 7.41129903 168.96 12.33 0 78.2 1 -78 -6 18 11 59 2 26385408 95 32 10 28.2087 34 4.40625 "1544433265" "campus"
10.1 1544433612 130.51 51.49049592 7.41385386 164.99 13.36 -2.75 78.15 1 -90 -7 11 9 48 2 26385408 95 0 0.1 4.87807 75 17.2344 "1544433602" "campus"
21.24 1544433623 277.83 51.49068028 7.41590327 162.82 11.97 -1.67 88.07 1 -87 -6 9 9 48 2 26385408 95 1 4 24.5399 46 17.7344 "1544433602" "campus"
32.46 1544433635 366.39 51.49056582 7.41694394 160.29 0 0 102.76 1 -84 -7 21 12 54 4 29391105 167 2 10 32.76 62 14.3125 "1544433602" "campus"
42.13 1544433644 366.39 51.49056582 7.41694394 160.08 0 0 102.76 1 -75 -6 29 15 60 4 29391105 167 3 9 33.6449 52 -3.75 "1544433602" "campus"
52.51 1544433655 366.39 51.49056582 7.41694394 159.78 0 0 102.76 1 -75 -6 28 15 59 4 29391105 167 4 10 31.2989 38 -2.57813 "1544433602" "campus"
70.78 1544433673 415.68 51.4910589 7.41707111 154.94 11.31 0.41 348.54 1 -92 -7 11 8 45 4 29391105 167 6 1 9.95025 66 17.8906 "1544433602" "campus"
80.6 1544433683 524.42 51.49199547 7.41665561 155.33 11.02 1.24 335.67 1 -92 -7 14 9 46 4 29391105 167 7 1 11.6788 54 17.5625 "1544433602" "campus"
93.54 1544433696 674.48 51.49332083 7.41588389 153.37 12.59 1.26 347.22 1 -98 -10 12 6 42 4 29391105 167 8 8 17.8721 39 17.8438 "1544433602" "campus"
101.84 1544433704 777.76 51.49421002 7.4155872 152.94 10.53 -1.88 346.35 1 -97 -8 13 9 40 4 29391105 167 9 6 26.2438 58 17.6563 "1544433602" "campus"
110.39 1544433713 848.79 51.49447804 7.41486068 155.38 11.46 4.49 260.28 1 -95 -10 8 11 46 4 29391105 167 10 0.5 8.92857 60 20.4063 "1544433602" "campus"
122.22 1544433724 1003.79 51.49417248 7.41258216 158.45 14.04 0.1 258.46 1 -89 -9 11 10 50 3 29391104 165 11 9 31.4823 29 17.0156 "1544433602" "campus"
143.29 1544433745 1299.69 51.49362302 7.40842102 162.44 14.77 1.34 258.02 1 -75 -7 23 15 63 3 29391104 165 13 9 21.4222 33 -1.8125 "1544433602" "campus"
152.19 1544433754 1427.04 51.49338142 7.40659224 164.84 13.82 -0.63 257.87 1 -86 -7 16 15 51 3 29391106 166 14 8 28.8418 46 18.9063 "1544433602" "campus"
161.57 1544433764 1561.05 51.49314361 7.40479511 166.76 14.23 -0.42 258.08 1 -90 -7 23 9 48 3 29391106 166 15 4 19.7044 47 18.7969 "1544433602" "campus"
173.65 1544433776 1728.01 51.49298449 7.40242109 167.64 12.36 -2.24 269.48 1 -92 -9 23 8 47 3 29391106 166 16 7 15.7436 68 16.3906 "1544433602" "campus"
181.8 1544433784 1765.68 51.49299869 7.40208758 167.99 0 0 272.03 1 -92 -7 27 8 46 7 26385410 94 17 5 21.7746 74 13.7031 "1544433602" "campus"
191.48 1544433794 1765.68 51.49299869 7.40208758 167.96 0 0 272.03 1 -93 -7 25 8 45 7 26385410 94 18 4 21.4047 54 19.0938 "1544433602" "campus"
202.97 1544433805 1765.68 51.49299869 7.40208758 167.85 0 0 272.03 1 -93 -7 14 9 45 7 26385410 94 19 10 26.8908 52 20.2969 "1544433602" "campus"
212.07 1544433814 1790.64 51.49275615 7.40175827 168.23 8.57 0 183.4 1 -92 -7 12 9 45 7 26385410 94 20 7 27.2241 66 20.9688 "1544433602" "campus"
221.45 1544433824 1900.01 51.4916205 7.4017571 159.49 13.42 0.8 180.41 1 -87 -6 18 10 50 7 26385410 94 21 5 26.7738 55 16.1875 "1544433602" "campus"
230.43 1544433833 2027.32 51.49045249 7.40172217 159.2 14.76 0.09 179.84 1 -81 -6 11 15 56 7 26385410 94 22 0.5 8.60215 69 5.73438 "1544433602" "campus"
241.63 1544433844 2140.55 51.48958427 7.40173911 164.88 1.56 -1.38 180.6 1 -75 -6 29 15 62 7 26385410 94 23 6 28.9331 51 -2.70313 "1544433602" "campus"
252.1 1544433854 2143.13 51.48958427 7.40173911 165.87 0 0 180.6 1 -65 -6 25 15 63 7 26385410 94 24 8 30.0047 48 -6.35938 "1544433602" "campus"
281.45 1544433884 2383.31 51.48939761 7.40533538 177.72 12.98 0.33 89.31 1 -73 -8 18 13 63 1 26385408 95 27 6 31.767 34 -9.28125 "1544433602" "campus"
290.95 1544433893 2507.99 51.48958604 7.40701462 178.22 13.04 0.2 78.17 1 -75 -6 14 10 60 1 26385408 95 28 3 23.0326 35 -0.328125 "1544433602" "campus"
300.65 1544433903 2636.24 51.48982098 7.40888127 175.72 13.43 -0.27 78.1 1 -79 -6 14 15 56 1 26385408 95 29 2 21.6509 41 7.78906 "1544433602" "campus"
310.84 1544433913 2771.6 51.49007867 7.41072099 168.97 13.26 0 76.99 1 -81 -6 9 15 53 1 26385408 95 30 3 26.4026 47 7.03125 "1544433602" "campus"
13.24 1544517566 126.94 51.49056755 7.41432337 162.44 8.08 0 78.51 1 -87 -7 25 13 48 7 26385408 95 0 10 30.2572 36 17.0781 "1544517552" "campus"
23.18 1544517576 174.09 51.49063916 7.41501684 162.29 5.67 0 80.99 1 -85 -6 2 10 52 7 26385408 95 1 9 27.9829 46 18.4219 "1544517552" "campus"
32.59 1544517585 216.25 51.49067236 7.41555381 159.68 7.48 0 86.5 1 -82 -8 11 9 57 2 29391105 167 2 8 31.746 54 15.0156 "1544517552" "campus"
42.94 1544517595 301.3 51.49057961 7.41685629 157.92 1.96 -1.83 102.28 1 -83 -5 28 11 53 2 29391105 167 3 10 33.5711 51 11.3125 "1544517552" "campus"
50.73 1544517603 304.8 51.49057321 7.4168755 157.93 0 0 102.28 1 -79 -5 22 11 57 2 29391105 167 4 0.1 3.60362 50 6.35938 "1544517552" "campus"
62.71 1544517615 315.85 51.49056677 7.41715197 156.02 4.91 0 63.78 1 -77 -6 27 12 62 2 29391105 167 5 8 29.9065 59 9.375 "1544517552" "campus"
70.96 1544517623 383.58 51.49124164 7.41703039 153.35 9.69 -0.5 348.97 1 -96 -7 12 8 40 2 29391105 167 6 0.5 9.11162 66 18.3906 "1544517552" "campus"
83.47 1544517636 521.1 51.4923441 7.41636175 154.36 12.47 0 334.51 1 -86 -5 17 11 50 2 29391105 167 7 8 22.1837 71 13.2188 "1544517552" "campus"
91.58 1544517644 620.36 51.49319486 7.41596771 157.21 12.44 0 347.49 1 -99 -8 10 10 41 2 29391105 167 8 2 15.4889 58 20.25 "1544517552" "campus"
101.59 1544517654 749.21 51.49432919 7.41554712 155.04 10.66 0 346.7 1 -90 -8 15 10 49 2 29391105 167 9 3 23.7389 44 19.2656 "1544517552" "campus"
112.61 1544517665 849.34 51.49444923 7.41428503 153.87 12.75 0 259.17 1 -92 -9 7 12 47 2 29391105 167 10 2 7.70713 58 17.7031 "1544517552" "campus"
122.56 1544517675 981.73 51.49416214 7.41240023 157.9 13.77 0 257.96 1 -85 -6 11 10 53 3 29391104 165 11 7 28.4698 41 12.7188 "1544517552" "campus"
130.96 1544517683 1097.9 51.49390355 7.41063076 163.98 14 -0.16 258.35 1 -80 -6 15 13 58 3 29391104 165 12 0.5 8.58369 38 5.38281 "1544517552" "campus"
141.41 1544517694 1244.19 51.49361955 7.40867194 165.28 13.76 0 258.23 1 -85 -10 12 10 56 3 29391104 165 13 0.5 5.08259 61 5.875 "1544517552" "campus"
151.01 1544517703 1375.71 51.49335391 7.4067212 165.62 14.08 0.01 258.16 1 -84 -6 12 14 52 3 29391106 166 14 0.5 8.04829 52 10.7969 "1544517552" "campus"
161.93 1544517714 1526.94 51.49310127 7.40464209 164.73 12.76 -0.32 257.96 1 -90 -8 14 11 49 3 29391106 166 15 3 17.2166 59 19.2344 "1544517552" "campus"
171.56 1544517724 1650.2 51.49297724 7.40298183 167.32 12.54 0 266.58 1 -91 -8 13 8 48 3 29391106 166 16 1 8.55615 55 17.3594 "1544517552" "campus"
182.21 1544517735 1714.16 51.49298215 7.40208197 166.37 0 0 270.91 1 -91 -7 24 6 47 5 26385410 94 17 4 19.7897 74 20.0469 "1544517552" "campus"
190.74 1544517743 1714.16 51.49298215 7.40208197 166.28 0 0 270.91 1 -92 -7 24 6 46 5 26385410 94 18 0.1 3.65298 46 16.5469 "1544517552" "campus"
201.05 1544517753 1714.16 51.49298215 7.40208197 166.37 0 0 270.91 1 -91 -8 21 6 48 5 26385410 94 19 0.5 7.56144 59 15.6875 "1544517552" "campus"
221.29 1544517774 1823.27 51.49177991 7.40174138 170.18 13.51 0 180.43 1 -86 -10 23 12 55 5 26385410 94 21 2 20.5392 48 10.2813 "1544517552" "campus"
232.34 1544517785 1973.25 51.49042385 7.40171275 174.86 13.18 0 181.12 1 -81 -6 36 15 57 5 26385410 94 22 6 27.2882 47 7.98438 "1544517552" "campus"
241.14 1544517793 2051.46 51.48975392 7.40170239 179.01 2.12 0 181.83 1 -77 -7 26 15 61 5 26385410 94 23 1 12.5984 46 -2.89844 "1544517552" "campus"
251.84 1544517804 2093.06 51.48938306 7.40192384 180.89 7.87 1.96 93.62 1 -70 -6 35 15 63 5 26385410 94 24 4 25.89 61 -4.03125 "1544517552" "campus"
261.06 1544517813 2191.93 51.48937599 7.40342733 180.01 12.11 -0.16 91.08 1 -72 -6 37 13 63 5 26385410 94 25 1 14.5191 46 -5.8125 "1544517552" "campus"
273.3 1544517826 2340.34 51.48938199 7.40550332 178.76 11.23 0 87.05 1 -71 -6 19 12 63 1 26385408 95 26 10 29.2077 54 -3.32813 "1544517552" "campus"
282.93 1544517835 2433.06 51.48955986 7.40682755 180.17 8.64 -0.01 77.46 1 -74 -6 17 12 63 1 26385408 95 27 10 33.2502 34 9.44531 "1544517552" "campus"
291.93 1544517844 2521.73 51.4897339 7.40807941 179.17 9.59 -1.14 82.21 1 -76 -8 10 11 62 1 26385408 95 28 5 27.933 35 9.80469 "1544517552" "campus"
301.32 1544517854 2615.23 51.48990135 7.40938775 175.49 12.11 0 77.48 1 -74 -6 18 11 62 1 26385408 95 29 2 19.8511 69 3.73438 "1544517552" "campus"
10.34 1544517875 131.96 51.49045105 7.41330451 162.72 13.1 0 77.97 1 -87 -6 18 12 48 1 26385408 95 0 0.5 8 61 14.5313 "1544517865" "campus"
22.44 1544517887 290.55 51.49069087 7.41556946 155.47 12.73 0 84.28 1 -85 -6 12 15 51 1 26385408 95 1 9 27.972 34 12.25 "1544517865" "campus"
31.44 1544517896 372.01 51.49061867 7.41670806 150.24 3.49 0 101.48 1 -83 -6 27 12 55 4 29391105 167 2 6 31.4342 60 14.7188 "1544517865" "campus"
42.01 1544517907 378.77 51.49059966 7.41677384 150.71 0 0 103.4 1 -82 -6 34 12 55 4 29391105 167 3 9 33.8983 53 9.64063 "1544517865" "campus"
51.07 1544517916 436.88 51.49100051 7.41713878 155.68 13.2 0 351.14 1 -87 -6 30 11 49 4 29391105 167 4 1 7.01139 83 10.25 "1544517865" "campus"
61.5 1544517927 563.19 51.49202024 7.41663501 156.11 11.05 0 336.21 1 -94 -9 16 8 46 4 29391105 167 5 5 24.6305 53 17.1406 "1544517865" "campus"
81.4 1544517946 802.47 51.49414504 7.41562497 158.62 11.83 0 344.97 1 -91 -9 23 9 48 4 29391105 167 7 5 27.3038 67 16.3906 "1544517865" "campus"
93.08 1544517958 895.18 51.49443934 7.41470027 159.08 10.84 0 260 1 -92 -10 19 8 50 4 29391105 167 8 8 20.2084 54 15.0469 "1544517865" "campus"
101.76 1544517967 1004.71 51.49425227 7.41318843 160.63 13.63 0 257.66 1 -90 -7 19 11 47 4 29391104 165 9 6 26.6667 38 17.5781 "1544517865" "campus"
112.05 1544517977 1144.83 51.4939705 7.41112287 165.96 12.88 0.15 257.83 1 -78 -5 27 12 58 4 29391104 165 10 9 33.0275 36 2.5 "1544517865" "campus"
121.98 1544517987 1283.96 51.49373338 7.4093247 167.88 14.72 0 257.93 1 -83 -7 28 15 56 4 29391104 165 11 7 26.2295 35 11.0469 "1544517865" "campus"
141.56 1544518007 1571.86 51.49318293 7.40519636 168.77 14.98 0 257.52 1 -88 -7 14 15 50 3 29391106 166 13 5 24.14 66 17.1563 "1544517865" "campus"
150.48 1544518016 1705.34 51.49296969 7.40329797 167.3 14.28 0 264 1 -92 -8 9 8 48 3 29391106 166 14 0.5 7.73694 54 18.0781 "1544517865" "campus"
160.01 1544518025 1791.66 51.49297824 7.40206561 165.34 1.19 0 270.04 1 -91 -8 15 12 50 7 26385410 94 15 0.1 4.6243 61 16.8594 "1544517865" "campus"
172.38 1544518037 1813.26 51.49279926 7.401755 162.95 8.73 0 189.79 1 -92 -7 14 7 46 7 26385410 94 16 8 25.7338 60 20.2656 "1544517865" "campus"
180.86 1544518046 1919.03 51.49191364 7.40171475 167.06 14.43 0 180.64 1 -88 -7 21 11 50 7 26385410 94 17 3 24.974 63 19.0313 "1544517865" "campus"
191.79 1544518057 2076.98 51.49045248 7.40169378 173.64 14.14 0 180.74 1 -82 -5 26 15 55 7 26385410 94 18 6 25.0522 46 10.875 "1544517865" "campus"
200.46 1544518065 2162.36 51.48964087 7.40169227 181.28 2.1 0 180.9 1 -74 -6 19 15 62 7 26385410 94 19 1 13.0506 50 4.3125 "1544517865" "campus"
210.03 1544518075 2177.35 51.48949333 7.40170292 180.68 7.63 0 180.12 1 -68 -7 31 15 63 7 26385410 94 20 0.1 4.79044 57 -9.63281 "1544517865" "campus"
221.33 1544518086 2253.06 51.48938595 7.40287027 179.17 5.84 0 91.33 1 -72 -8 29 15 63 7 26385410 94 21 5 27.416 42 2.10938 "1544517865" "campus"
232.12 1544518097 2339.94 51.48938698 7.40418027 178.45 9.65 0 90.76 1 -73 -6 21 12 63 7 26385410 94 22 8 29.3175 63 11.3125 "1544517865" "campus"
240.33 1544518105 2419.34 51.48938564 7.40531124 179.4 10.49 0 88.47 1 -74 -7 21 10 63 1 26385408 95 23 1 16.3599 39 -2.17188 "1544517865" "campus"
251.43 1544518116 2533.12 51.48957766 7.40688962 182.03 10.13 0 78.92 1 -73 -5 20 11 63 1 26385408 95 24 6 30.3797 39 6.92188 "1544517865" "campus"
260.29 1544518125 2623.5 51.48974429 7.40817338 177.11 9.95 0 80.42 1 -75 -5 21 10 60 1 26385408 95 25 0.5 8.56531 37 -3.125 "1544517865" "campus"
271.81 1544518137 2742.66 51.48995346 7.4097902 170 12.11 0 79.55 1 -75 -5 23 13 60 1 26385408 95 26 7 28.8214 33 0 "1544517865" "campus"
22.52 1544518168 292.38 51.4906831 7.41560662 157.65 12.73 -0.12 84.37 1 -86 -5 13 11 50 1 26385408 95 1 7 25.2594 67 13.2344 "1544518146" "campus"
31.55 1544518177 386.94 51.4905976 7.41682912 153.75 5.24 0.3 102.14 1 -81 -5 32 12 54 5 29391105 167 2 4 25.2366 51 2.73438 "1544518146" "campus"
42 1544518188 397.62 51.49058787 7.41688524 153.55 0 0 103.12 1 -80 -6 38 13 58 5 29391105 167 3 6 28.3856 65 8.375 "1544518146" "campus"
60.43 1544518206 397.62 51.49058787 7.41688524 153.36 0 0 103.12 1 -80 -9 36 13 60 5 29391105 167 5 0.1 4.16668 47 0 "1544518146" "campus"
71.15 1544518217 457.14 51.49103927 7.41713889 152.03 8.96 0 349.94 1 -92 -6 20 15 44 5 29391105 167 6 2 18.2857 68 14.8906 "1544518146" "campus"
90.99 1544518237 632.82 51.49253273 7.4161959 157.24 9.05 -0.12 340.46 1 -91 -6 28 15 47 5 29391105 167 8 1 11.2518 63 10.5313 "1544518146" "campus"
101.95 1544518248 730.33 51.49339372 7.41590443 158.77 8.57 -0.41 348.24 1 -94 -8 17 13 45 5 29391105 167 9 3 14.2857 53 18.5156 "1544518146" "campus"
110.76 1544518256 809.24 51.49414122 7.41559289 161.13 10.79 0.39 344.81 1 -90 -7 30 11 47 5 29391105 167 10 0.5 7.84314 52 13.9688 "1544518146" "campus"
121.45 1544518267 904.49 51.49449335 7.414764 159 11.49 0 262.95 1 -93 -12 13 14 48 5 29391105 167 11 3 20.2361 52 18.6094 "1544518146" "campus"
131.76 1544518277 1037.73 51.49420072 7.4127215 162.03 13.38 -0.07 258.28 1 -85 -6 10 12 52 4 29391104 165 12 5 26.9906 39 13.4063 "1544518146" "campus"
152.79 1544518298 1322.29 51.49365761 7.40867379 168.53 14.72 0.39 258.05 1 -81 -7 4 11 58 4 29391104 165 14 4 13.7516 49 5.48438 "1544518146" "campus"
162.95 1544518309 1473.38 51.49338108 7.40659604 169.98 14.32 0.04 258.53 1 -84 -8 14 15 55 3 29391106 166 15 9 27.2934 60 12.625 "1544518146" "campus"
173.88 1544518319 1628.95 51.49308859 7.40441191 170.9 14.39 -0.1 257.89 1 -89 -7 13 10 49 3 29391106 166 16 10 22.5098 67 17.375 "1544518146" "campus"
