,MinMaxScaler(),RobustScaler(),StandardScaler()
MAE,3.15463947038938,3.15463947038938,3.15463947038938
MSE,16.95849749320343,16.95849749320343,16.95849749320343
RMSE,4.1130808023986045,4.1130808023986045,4.1130808023986045
