distance,lat,lon,alt,speed,acc,dir,rsrp,rsrq,sinr,cqi,ta,payload,throughput,rtt,txPower,hour,ci_26378497,ci_26378498,ci_26378754,ci_26378755,ci_26379013,ci_26385408,ci_26385409,ci_26385410,ci_26796290,ci_26796291,ci_27029251,ci_27256324,ci_27256325,ci_27299332,ci_27770883,ci_27770885,ci_27770888,ci_27771139,ci_27771140,ci_27771904,ci_27771905,ci_27771906,ci_27771907,ci_27771908,ci_27771909,ci_28365056,ci_28365057,ci_28365058,ci_28367105,ci_28367106,ci_28368384,ci_28368386,ci_28371200,ci_28371201,ci_28371202,ci_29391104,ci_29391105,ci_29391106,ci_29398276,ci_29401601,ci_29563904,ci_29568768,ci_29568769,ci_29913344,ci_29913345,ci_29913346,ci_30422273,ci_30492930,ci_31263232,ci_31281409,ci_33519104,ci_33527552,ci_33527554,ci_33527559,ci_33527561,ci_33837570,region_highway,region_suburban,region_urban,weekday_Monday,weekday_Thursday,weekday_Tuesday,weekday_Wednesday
13536.68,51.48941261,7.40283655,175.3,13.45,2.73,90.61,-70,-5,31,15,2,7.0,32.98,36,-7.84375,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
13819.5,51.48956739,7.40688594,180.1,13.73,0.03,78.06,-71,-4,22,12,2,8.0,34.2429,46,-3.6093800000000003,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
13946.27,51.48982097,7.40861628,175.83,14.64,0.26,77.93,-75,-5,23,15,2,4.0,29.6296,44,2.45313,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
14099.62,51.49010675,7.41078448,170.92,14.5,-0.3,78.18,-79,-5,13,12,2,4.0,28.2187,37,1.14063,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
123.87,51.49064583,7.41423326,147.94,12.45,0.0,77.28,-86,-10,6,13,7,5.0,24.0529,44,17.4844,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
237.35,51.49076235,7.41598491,143.83,12.23,0.0,89.66,-85,-6,20,13,4,3.0,22.6202,46,11.9922,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
309.41,51.49062535,7.4169326,148.31,0.0,0.0,103.09,-78,-6,29,15,4,8.0,26.2618,56,6.1875,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
309.41,51.49061549,7.41691847,148.12,0.0,0.0,103.09,-77,-8,28,12,4,0.1,3.5242400000000003,67,-0.609375,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
451.05,51.48917874,7.41768994,149.17,12.95,0.0,169.29,-84,-7,13,13,4,0.1,4.444459999999999,66,5.625,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
635.12,51.48754863,7.41780271,150.41,14.26,0.0,162.22,-96,-9,7,9,4,4.0,9.40623,59,19.0781,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
789.27,51.48631714,7.41869185,141.75,11.43,-0.94,195.07,-103,-8,12,13,10,8.0,13.0692,57,21.0313,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
859.27,51.48575045,7.41853405,143.33,9.65,0.0,177.46,-95,-6,10,15,10,2.0,12.1951,36,18.9219,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1262.92,51.48250798,7.41712713,144.44,11.98,0.0,201.71,-105,-10,7,6,8,8.0,11.5274,59,20.7656,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1341.61,51.48177495,7.41675069,151.51,5.27,0.0,201.68,-98,-11,4,10,8,10.0,19.8906,66,20.3281,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1353.7,51.48170768,7.41670975,151.94,0.0,0.0,200.47,-90,-9,7,15,8,1.0,9.80392,47,15.1563,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1353.7,51.48170768,7.41670975,151.98,0.0,0.0,200.47,-90,-8,8,7,8,5.0,17.5901,44,15.1719,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1353.7,51.48170768,7.41670975,152.09,0.0,0.0,200.47,-90,-10,1,6,8,1.0,14.1343,37,13.1875,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1528.2,51.48164023,7.41954514,146.26,14.59,0.14,85.06,-91,-9,6,6,8,9.0,25.8621,34,15.6094,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1951.68,51.48237175,7.42553613,131.05,10.65,0.0,77.97,-96,-10,6,8,16,6.0,10.9966,54,16.125,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2048.28,51.48257281,7.42700232,128.86,11.95,0.0,77.19,-101,-11,1,5,16,5.0,11.8624,35,20.6563,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2117.75,51.48264997,7.42817502,131.11,5.73,0.0,89.08,-98,-12,1,5,16,0.1,4.39562,35,18.4063,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2130.07,51.482636799999995,7.42831302,131.28,0.0,0.0,90.33,-94,-9,5,8,16,5.0,14.9589,37,15.2344,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2130.07,51.482636799999995,7.42831302,131.7,0.0,0.0,90.33,-96,-9,5,5,16,7.0,18.3066,40,14.7969,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2130.07,51.482636799999995,7.42831302,131.9,0.0,0.0,90.33,-95,-9,8,6,16,5.0,16.116,39,19.9063,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2150.33,51.48260885,7.42885484,141.3,10.71,0.0,95.13,-95,-9,7,8,16,7.0,13.3971,40,16.1406,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2302.37,51.48242529,7.43103351,139.08,6.07,0.0,96.63,-94,-7,8,8,6,3.0,16.2053,41,20.5078,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2397.66,51.48229517,7.43243741,139.42,9.61,0.0,96.71,-94,-9,2,5,6,10.0,25.0,36,15.2031,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2471.55,51.48221961,7.43348671,139.21,9.84,0.0,96.56,-90,-8,8,10,11,0.5,10.8401,35,17.4688,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2579.73,51.48209784,7.43503022,142.29,7.74,0.0,98.18,-93,-9,9,9,4,3.0,19.544,35,19.3125,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2625.07,51.4820972,7.43569994,142.59,2.09,0.0,77.7,-91,-8,7,10,10,10.0,17.4444,39,19.2813,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2743.69,51.48192406,7.43753145,143.7,8.81,0.57,95.53,-94,-10,12,6,4,3.0,23.369,39,17.7188,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2794.73,51.48187616,7.43824864,146.62,0.46,0.0,83.79,-84,-6,19,15,4,2.0,20.6718,45,6.0625,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2794.85,51.48187616,7.43824864,146.83,0.0,0.0,83.79,-87,-5,17,10,4,2.0,14.6119,55,16.0781,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2794.85,51.48187616,7.43824864,147.4,0.0,0.0,84.47,-86,-6,20,14,4,2.0,16.1616,48,6.390630000000001,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2857.36,51.48182517,7.43933199,150.35,10.6,0.0,94.09,-89,-6,3,6,9,0.5,11.7302,35,16.5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3107.5,51.4810574,7.44255294,153.16,14.81,0.0,132.69,-90,-6,10,10,7,0.5,8.988760000000001,46,17.2813,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3305.65,51.47950374,7.44382671,157.8,15.56,0.0,151.53,-96,-9,4,7,7,7.0,9.941419999999999,33,16.7656,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3529.18,51.47769195,7.44542815,162.36,16.15,0.0,151.36,-100,-9,8,6,7,8.0,6.91817,34,19.3594,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3709.67,51.4762994,7.44663373,160.59,7.57,0.0,152.15,-93,-7,13,9,12,8.0,26.0586,44,20.25,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3745.64,51.47602923,7.44685857,160.99,0.0,0.0,152.55,-85,-6,17,8,12,5.0,28.4698,35,14.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3745.64,51.47602923,7.44685857,160.77,0.0,0.0,152.55,-89,-5,15,8,12,4.0,26.2726,36,10.9688,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3800.04,51.47545992,7.44737233,157.57,6.33,-0.29,149.37,-91,-7,11,9,12,8.0,21.4405,38,17.7813,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3847.77,51.4751296,7.44771605,161.4,0.0,-0.38,144.01,-98,-7,5,8,12,9.0,18.8383,38,15.8906,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3861.58,51.4749744,7.44789365,161.67,5.87,0.0,143.35,-92,-5,28,11,8,3.0,10.0545,42,9.46875,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3948.64,51.47436907,7.44867981,161.01,9.56,0.0,140.15,-98,-8,19,7,8,8.0,17.8174,42,17.4844,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4024.79,51.47384445,7.44942413,160.17,10.46,0.0,136.16,-93,-7,14,9,8,6.0,31.8937,35,17.8594,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4141.2,51.47316232,7.45085381,160.81,12.66,1.52,122.96,-84,-5,16,9,7,8.0,35.5753,43,11.9688,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4444.39,51.4723219,7.45498922,158.63,13.84,-0.5,107.63,-83,-6,20,13,7,8.0,33.2295,34,10.2656,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4677.61,51.47150751,7.45791453,159.19,11.2,0.0,117.58,-90,-6,12,10,7,2.0,22.6629,43,17.0781,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4759.19,51.47117146,7.45901239,156.78,2.67,0.0,115.77,-91,-8,10,8,7,8.0,30.0047,43,19.4688,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4769.65,51.47113261,7.45913233,156.72,0.0,0.0,114.35,-94,-8,14,12,7,10.0,31.6706,31,18.625,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4769.65,51.47113261,7.45913233,156.71,0.0,0.0,114.35,-94,-9,14,8,7,0.1,3.4632199999999997,51,16.6094,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4769.65,51.47113261,7.45913233,156.71,0.0,0.0,114.35,-93,-8,13,7,7,9.0,29.484,43,17.8438,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4790.95,51.47098709,7.45962293,158.27,7.89,1.41,116.41,-96,-10,5,6,7,2.0,19.7775,43,19.9219,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4920.63,51.47053644,7.46124601,157.9,15.91,0.0,113.61,-100,-13,-4,1,7,1.0,10.6525,38,19.9375,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5086.29,51.46990655,7.46341009,159.05,18.09,0.0,114.94,-98,-9,1,6,13,1.0,11.9581,46,20.8594,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5270.64,51.46943857,7.46602532,152.67,20.43,0.0,98.49,-103,-10,0,6,13,0.5,9.43396,36,20.4531,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5485.16,51.4696408,7.46903008,151.99,21.08,0.0,80.46,-99,-10,1,9,14,1.0,10.929,49,20.6719,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5761.3,51.46982671,7.47299852,159.61,17.79,0.0,94.23,-101,-12,0,9,21,9.0,15.2801,43,20.3438,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6135.77,51.46978536,7.47843128,167.83,3.23,-0.19,73.88,-94,-12,-1,5,10,10.0,20.6772,45,20.2656,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6140.39,51.46978991,7.47844965,167.87,0.0,0.0,73.88,-90,-8,7,8,8,6.0,23.9282,41,16.9219,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6140.39,51.46978991,7.47844965,167.78,0.0,0.0,73.88,-92,-11,1,7,8,7.0,20.5958,38,11.3125,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6140.39,51.46983717,7.47867207,166.89,7.45,0.0,75.14,-91,-8,7,6,8,9.0,25.1397,43,19.6875,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6227.01,51.47005514,7.47985406,172.88,11.74,0.0,72.28,-86,-6,11,9,8,10.0,34.2466,51,12.8438,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6348.71,51.47036799,7.48154129,175.3,6.81,0.0,89.26,-85,-5,18,10,8,9.0,28.2353,41,11.2344,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6449.23,51.46944578,7.48205692,173.24,14.04,0.0,165.98,-91,-7,10,8,8,6.0,21.6704,44,17.2344,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6591.75,51.46822495,7.48254362,170.25,14.17,0.0,165.22,-91,-9,10,10,8,8.0,23.4776,39,16.6406,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6726.46,51.46700925,7.48279407,171.69,15.14,0.0,179.48,-91,-6,17,10,8,10.0,30.9717,46,16.9844,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6843.36,51.46590052,7.48232921,170.63,15.27,0.0,200.61,-87,-6,15,11,8,0.5,12.987,38,15.1719,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6988.46,51.46472288,7.48144217,171.15,15.17,0.0,200.64,-87,-7,11,11,8,0.5,10.1266,38,16.1406,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7242.41,51.46245808,7.48042211,177.29,6.5,-0.91,195.25,-71,-5,23,13,2,3.0,26.2009,54,4.953130000000001,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
