distance,lat,lon,alt,speed,acc,dir,rsrp,rsrq,sinr,cqi,ta,payload,throughput,rtt,txPower,hour,ci_26378497,ci_26378498,ci_26378754,ci_26378755,ci_26379013,ci_26385408,ci_26385409,ci_26385410,ci_26796290,ci_26796291,ci_27029251,ci_27256324,ci_27256325,ci_27299332,ci_27770883,ci_27770885,ci_27770888,ci_27771139,ci_27771140,ci_27771904,ci_27771905,ci_27771906,ci_27771907,ci_27771908,ci_27771909,ci_28365056,ci_28365057,ci_28365058,ci_28367105,ci_28367106,ci_28368384,ci_28368386,ci_28371200,ci_28371201,ci_28371202,ci_29391104,ci_29391105,ci_29391106,ci_29398276,ci_29401601,ci_29563904,ci_29568768,ci_29568769,ci_29913344,ci_29913345,ci_29913346,ci_30422273,ci_30492930,ci_31263232,ci_31281409,ci_33519104,ci_33527552,ci_33527554,ci_33527559,ci_33527561,ci_33837570,region_highway,region_suburban,region_urban,weekday_Monday,weekday_Thursday,weekday_Tuesday,weekday_Wednesday
220.79,51.44801608,7.48809199,260.12,14.19,-0.02,193.0,-103,-9,4,7,6,5.0,5.26524,41,21.2188,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
329.02,51.44708904,7.48792942,263.38,12.9,0.07,176.93,-106,-10,-2,6,9,8.0,11.4163,35,20.6563,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
719.82,51.44463335,7.49162522,278.6,0.0,0.0,127.23,-105,-10,7,9,9,8.0,3.1915400000000003,33,21.1563,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
912.59,51.44286449,7.48989352,282.16,15.25,-0.34,216.42,-88,-5,24,11,7,7.0,32.2767,34,16.2031,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1044.77,51.44184477,7.48866542,283.66,15.18,-0.14,221.42,-76,-5,16,12,7,0.5,8.92857,48,3.84375,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1256.06,51.4406692,7.48618605,285.17,14.77,1.34,232.97,-83,-6,22,12,7,9.0,17.0414,37,11.2813,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1385.69,51.43998248,7.48474693,286.7,15.22,0.0,231.75,-77,-6,27,12,1,10.0,30.8761,48,2.39063,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1505.07,51.43932708,7.48327783,292.33,16.34,1.72,237.12,-72,-5,32,1,1,0.5,8.988760000000001,33,-5.984380000000001,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1825.31,51.43791438,7.47918978,294.88,15.87,0.38,241.33,-103,-7,8,12,1,0.5,6.84932,39,20.2188,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1991.86,51.43720193,7.47701944,297.16,13.01,-2.25,245.36,-109,-9,5,8,1,1.0,5.559419999999999,50,20.3906,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2224.47,51.43843122,7.47808195,295.95,19.79,0.97,55.18,-77,-4,30,15,1,0.5,8.7146,39,7.09375,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2454.36,51.43963756,7.48087995,292.53,24.77,-0.67,52.88,-86,-5,24,15,1,1.0,16.3265,48,13.4688,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2700.19,51.44113992,7.483372999999999,283.61,24.45,0.1,36.77,-83,-6,25,15,1,0.5,8.83002,42,12.9531,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2941.4,51.44303729999999,7.48507876,274.59,23.9,-0.39,23.82,-83,-7,23,15,1,0.5,10.2302,36,8.46875,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3139.54,51.44457184,7.48621042,270.43,13.78,-2.21,42.69,-69,-4,32,12,1,0.5,11.7994,37,-8.70313,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3292.94,51.44407898,7.48746155,268.43,13.48,0.34,200.83,-73,-5,26,1,1,8.0,33.8983,47,1.3125,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3637.86,51.44366922,7.48233018,266.57,21.48,0.34,267.37,-75,-5,29,15,1,4.0,27.971999999999998,43,1.59375,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4112.94,51.44319481,7.47558068,256.3,26.39,1.02,260.58,-92,-6,14,15,1,5.0,26.6312,47,17.0469,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4534.64,51.44241488,7.46964648,247.24,31.43,0.03,258.21,-96,-6,7,15,10,8.0,11.3899,32,16.3594,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4805.23,51.4419216,7.46557871,239.77,32.57,-0.17,260.35,-105,-8,4,11,10,2.0,3.68664,34,20.3594,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5031.45,51.44167363,7.46234427,235.76,32.79,0.89,264.58,-102,-9,6,9,28,0.5,3.3195,33,20.2656,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
5895.59,51.44187482,7.45007452,228.58,29.89,-0.3,278.33,-80,-5,22,11,28,8.0,7.60727,42,3.6718800000000003,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
6698.52,51.44365733,7.43864041,221.36,34.68,2.19,289.89,-64,-4,22,15,28,2.0,7.7332,38,-5.953130000000001,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
7320.82,51.44607577,7.4308856,201.09,34.84,-0.79,306.48,-74,-6,30,15,0,9.0,7.586930000000001,32,-0.234375,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
9853.27,51.46486166,7.4116365,155.07,38.94,0.25,308.29,-76,-7,13,12,8,1.0,12.4611,39,3.07813,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
10289.92,51.46737637,7.4065268,158.17,36.59,0.0,309.9,-92,-8,21,7,4,7.0,26.5655,37,17.2969,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
10605.55,51.46917419,7.40331093,160.05,38.39,0.42,313.55,-87,-10,7,7,20,1.0,13.289000000000001,39,15.25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
11347.65,51.47402444,7.39625506,167.0,27.21,-0.92,321.89,-89,-9,15,12,20,9.0,25.9647,43,17.0469,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
11580.67,51.475722,7.39447751,172.15,23.4,-0.02,330.51,-79,-7,27,14,20,7.0,28.5714,38,9.6875,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
11832.51,51.47777596,7.39301591,176.13,17.76,-0.48,347.59,-84,-8,21,7,20,10.0,21.1249,54,11.3594,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
12090.97,51.47994211,7.39347014,186.14,9.91,-0.64,337.45,-93,-8,6,10,4,7.0,25.1685,46,16.0469,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
12201.86,51.48065924,7.39444994,188.4,16.05,1.53,57.02,-84,-5,28,15,5,6.0,19.2926,35,11.9063,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
12373.78,51.48143799,7.39657569,191.86,16.46,-0.31,59.54,-86,-6,13,10,6,9.0,27.618000000000002,36,12.0938,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
12492.27,51.48206046,7.39803188,191.32,14.4,-1.39,52.42,-78,-6,25,14,6,0.1,3.60362,37,0.21093800000000001,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
12820.01,51.4844231,7.40090882,191.42,15.25,-0.07,39.47,-97,-10,2,9,9,7.0,17.8628,34,17.5938,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
13173.18,51.48687409,7.40178759,184.64,13.54,0.35,341.84,-97,-9,2,6,14,7.0,21.1321,36,17.5625,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
13311.0,51.48817735,7.40170069,182.92,14.53,0.0,359.92,-83,-5,19,10,3,8.0,27.1532,34,10.6719,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
13426.94,51.48910886,7.40174306,180.82,8.24,-2.3,359.59,-84,-7,16,12,3,3.0,25.5864,35,16.0313,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
13448.72,51.48926284,7.40174708,180.85,0.0,0.0,359.36,-66,-5,40,15,2,9.0,34.5821,34,-11.25,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
13448.72,51.48926284,7.40174708,181.0,0.0,0.0,359.36,-65,-5,40,13,2,3.0,26.5193,53,-9.84375,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
13448.72,51.48926284,7.40174708,181.25,0.0,0.0,359.36,-66,-5,40,14,2,0.1,4.4944,35,-6.6875,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
13463.89,51.48947529,7.40208251,186.11,8.22,1.4,77.54,-72,-6,17,13,2,2.0,23.3918,51,0.9375,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
13610.22,51.48942711,7.40424759,181.86,12.7,0.0,91.13,-73,-6,26,14,2,10.0,28.2586,35,2.625,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
13712.63,51.48943486,7.40569382,180.97,11.91,-0.46,84.44,-74,-7,10,14,1,3.0,24.1206,34,-3.15625,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
13856.82,51.48973426,7.4078864,186.09,13.24,0.35,77.68,-73,-6,23,12,1,9.0,30.4311,37,1.9375,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
13991.06,51.48999146,7.40979639,190.53,14.11,0.51,77.65,-77,-6,23,15,1,9.0,32.4324,34,1.54688,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
14098.11,51.49018412,7.411297800000001,183.28,13.24,0.79,77.67,-84,-6,25,10,1,0.5,11.1732,39,14.0156,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
104.47,51.44911686,7.48839822,246.88,12.84,1.05,181.24,-100,-9,8,11,6,0.5,6.19195,41,20.7344,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
256.07,51.44775557,7.48791382,249.66,13.55,0.0,191.16,-93,-9,0,10,10,1.0,5.11509,60,18.0156,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
707.26,51.44468442,7.49148091,277.48,1.09,0.0,126.7,-89,-11,-8,8,6,4.0,7.014469999999999,43,16.2656,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
910.15,51.44313088,7.49016856,274.08,14.04,-0.18,216.44,-76,-5,29,12,6,1.0,7.30594,40,-3.40625,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1098.87,51.44172504,7.48836586,277.37,13.87,0.0,225.36,-63,-5,23,13,6,9.0,16.0714,43,-5.09375,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1257.51,51.440841999999996,7.4865076,280.81,15.11,0.41,234.01,-62,-9,32,15,6,10.0,14.4665,46,-7.90625,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1386.97,51.44011619,7.48496263,279.25,15.35,0.0,232.4,-56,-6,27,12,1,10.0,18.9125,66,-8.46875,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1677.59,51.43872914,7.48142095,284.66,14.53,0.44,240.72,-78,-6,16,11,1,5.0,10.8962,38,4.046880000000001,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2126.69,51.4376235,7.4764277,286.38,9.84,0.72,57.56,-95,-8,3,12,1,7.0,2.05527,49,16.6875,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2333.5,51.43870175,7.47891714,287.11,23.64,1.2,57.43,-76,-9,14,12,9,0.1,4.34784,36,0.171875,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2678.3,51.44081985,7.48299216,280.21,24.69,0.0,40.02,-81,-6,10,10,9,9.0,16.8935,40,7.140630000000001,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2858.41,51.44212207,7.48435053,272.77,24.41,0.0,27.85,-66,-6,11,14,9,3.0,15.1803,38,-7.765630000000001,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3134.13,51.44427226,7.48587552,269.57,14.33,0.0,22.02,-62,-9,14,12,1,9.0,18.5806,37,-7.90625,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3263.23,51.44451704,7.48734213,267.05,12.93,0.0,142.57,-71,-6,8,12,1,8.0,16.7759,38,-4.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3362.3,51.44379791,7.48685785,265.77,14.56,0.0,255.56,-64,-8,15,12,1,2.0,12.7694,43,-7.84375,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3546.02,51.44371354,7.48426169,264.25,22.89,0.0,268.49,-60,-9,18,12,1,4.0,17.7089,45,-8.14063,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3904.98,51.44348726,7.47903138,260.65,30.71,0.0,262.53,-81,-9,16,11,1,10.0,17.762,64,12.0781,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4437.91,51.4426925,7.47147977,250.1,29.91,-0.45,258.41,-84,-10,14,11,5,7.0,4.74939,65,9.90625,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4940.19,51.44184336,7.46427644,240.25,30.43,0.36,262.31,-113,-16,1,8,10,4.0,3.72787,39,21.1719,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5332.81,51.44158255,7.45886563,239.49,27.07,0.36,267.47,-101,-13,0,6,28,7.0,4.67056,41,20.5938,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
5565.33,51.44155406,7.45557768,233.55,29.19,-0.7,270.64,-84,-6,19,10,28,0.1,3.9215800000000005,38,10.875,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
5956.51,51.44187174,7.44996992,230.61,23.11,-2.55,278.76,-72,-5,33,15,28,4.0,7.76888,39,0.16406300000000001,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
6254.58,51.44235221,7.44575718,226.22,23.08,0.3,282.77,-72,-6,34,15,28,7.0,7.90068,37,-1.51563,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
