,ElNetRegRob
Fit Time,0.13152482509613037
Score Time,0.002448725700378418
MAE,3.145176704384212
MSE,16.938410161668735
RMSE,4.110629101125366
STD FT,0.1469681866628733
STD ST,0.0009918940094760078
STD MAE,0.17250859776258776
STD MSE,1.78061118041506
STD RMSE,0.21379781375557988
