,MinMaxScaler(),RobustScaler(),StandardScaler()
MAE,4.8577975067913535,4.890951450602254,5.088836289046602
MSE,36.298210531470346,38.28919917204212,41.7900819059191
RMSE,6.013276246815545,6.174810178853216,6.451861042634002
