,MinMaxScaler(),RobustScaler(),StandardScaler()
MAE,4.438310391945244,4.438310391945244,4.438310391945244
MSE,30.495883090632333,30.495883090632333,30.495883090632333
RMSE,5.515510691265726,5.515510691265726,5.515510691265726
