,MinMaxScaler(),RobustScaler(),StandardScaler()
MAE,2.7504234279530886,2.742090627818828,2.742593603704691
MSE,15.033050510106047,15.173587574767154,14.966571556727663
RMSE,3.861570948641994,3.8653101151800904,3.8517020665015154
