,MinMaxScaler(),RobustScaler(),StandardScaler()
MAE,5.191881932321974,4.746514580407933,4.599562718197168
MSE,39.24918347528638,34.56489704131982,32.39614921307263
RMSE,6.253983564642879,5.864526037588322,5.685198459628731
