,MinMaxScaler(),RobustScaler(),StandardScaler()
MAE,2.805095172129021,2.7863287656553326,2.794930980006153
MSE,15.30137391587994,15.317859546288123,15.356043757379718
RMSE,3.9084467649783896,3.874692383351568,3.881379124567374
