,MinMaxScaler(),RobustScaler(),StandardScaler()
MAE,5.225143149209544,4.764034552250111,4.580341885863902
MSE,39.40322211301488,34.60496317087988,32.18922524030636
RMSE,6.269390144554506,5.8718899770896025,5.6658511485293985
