,MinMaxScaler(),RobustScaler(),StandardScaler()
MAE,5.321479068714199,4.835269986205033,4.6534697469234
MSE,41.159075495184304,35.4561297613856,33.214081059754676
RMSE,6.407810130925722,5.943786583889681,5.754887572949578
