,MinMaxScaler(),RobustScaler(),StandardScaler()
MAE,5.315360998854306,4.77780246778593,4.5775925211000175
MSE,40.958073327675734,34.85563946530468,32.060897828512374
RMSE,6.3912789806256765,5.8938184354004814,5.6495858101193415
