,MinMaxScaler(),RobustScaler(),StandardScaler()
MAE,2.8405530207228535,2.831440122147679,2.8321190597001262
MSE,16.087774993282608,16.259349381388112,16.018910253144234
RMSE,3.975405534645656,4.006172221835205,3.9666146676275567
