,MinMaxScaler(),RobustScaler(),StandardScaler()
MAE,4.9253038493056795,5.517178897418083,5.138459154010606
MSE,36.755757468119796,46.21309533963607,41.33633733049833
RMSE,6.055660282864816,6.786585107136153,6.419865631469719
