,MinMaxScaler(),RobustScaler(),StandardScaler()
MAE,2.8385189463174987,2.856066400666439,2.8471944866934384
MSE,15.967876463979417,15.950389425321116,16.059676900408125
RMSE,3.9639363097978553,3.9481465441194907,3.9750168852849965
