lon,lat,region
7.46931725,51.44236465,highway
7.46514433,51.44187305,highway
7.46167817,51.44162404,highway
7.45513389,51.44153555,highway
7.45227968,51.44166682,highway
7.44751479,51.44209264,highway
7.44279926,51.4427934,highway
7.43831599,51.44370382,highway
7.43300444,51.44520471,highway
7.42951467,51.44677527,highway
7.42528793,51.45013694,highway
7.42344981,51.45311429,highway
7.4224852,51.45526756,highway
7.42007627,51.45883653,highway
7.418118700000001,51.46077667,highway
7.41445185,51.46338098,highway
7.41060999,51.46538432,highway
7.40753712,51.46683483,highway
7.40304501,51.46932312,highway
7.39657638,51.47376213,highway
7.39445646,51.47573069,highway
7.39301854,51.47801852,highway
7.39376208,51.47916666,highway
7.39340451,51.48016021,highway
7.3946693,51.48077079,highway
7.39741702,51.48179304,highway
7.39848929,51.48234934,highway
7.39854755,51.48239124,highway
7.39854755,51.48239124,highway
7.39913863,51.48287199,highway
7.40051056,51.48415996,highway
7.40177448,51.48501816,highway
7.40203436,51.48634246,highway
7.40189474,51.48654178,highway
7.40165797,51.48794193,highway
7.40172013,51.48920344,highway
7.40267926,51.48941717,highway
7.40428996,51.48941491,highway
7.40639039,51.48950942,highway
7.40833495,51.48977917,highway
7.48809763,51.44812077,highway
7.49073709,51.444968700000004,highway
7.49159454,51.44460518,highway
7.49159454,51.44460518,highway
7.49159454,51.44460518,highway
7.49162668,51.44458970000001,highway
7.49159461,51.44433516,highway
7.49030253,51.44322573,highway
7.48905665,51.44217745,highway
7.48713817,51.44110038,highway
7.48543621,51.44031654,highway
7.48347761,51.43942081,highway
7.48083112,51.43848703,highway
7.47854021,51.43771576,highway
7.47669606,51.43716198,highway
7.47614849,51.43747958,highway
7.47717514,51.43801704,highway
7.47954239,51.43897907,highway
7.48192138,51.44007803,highway
7.48393254,51.44157904,highway
7.48506524,51.4430139,highway
7.48608973,51.44451546,highway
7.48742343,51.44445913,highway
7.48357383,51.44368683,highway
7.47615293,51.44325708,highway
7.47226352,51.44276543,highway
7.46665885,51.44205575,highway
7.4631908,51.44173304,highway
7.45877568,51.44155636,highway
7.45473218,51.44157627,highway
7.4497086999999995,51.44188661,highway
7.4398165999999994,51.44337043,highway
7.43509519,51.44453292,highway
7.42795243,51.44777344,highway
7.42288019,51.45444867,highway
7.42288019,51.45444867,highway
7.42128803,51.45732168,highway
7.41951316,51.45947235,highway
7.41658842,51.46196217,highway
7.40837624,51.46643761,highway
7.40530352,51.46803725,highway
7.40112599,51.47055207,highway
7.39884058,51.47211891,highway
7.39594105,51.47432315,highway
7.39476126,51.47541544,highway
7.39303537,51.47780221,highway
7.39374853,51.47904888,highway
7.39353046,51.4802545,highway
7.39501625,51.48087262,highway
7.39716628,51.48166634,highway
7.39894882,51.48265271,highway
7.40014413,51.48381784,highway
7.400898599999999,51.48441264,highway
7.402243799999999,51.48530257,highway
7.40224318,51.48621152,highway
7.40188911,51.48666036,highway
7.40168451,51.48759168,highway
7.40172278,51.48860109,highway
7.40173609,51.48917594,highway
7.40173706,51.48919833,highway
7.40349272,51.48940405,highway
7.40700149,51.48959465,highway
7.41079733,51.49008672,highway
7.48807233,51.44810554,highway
7.487830000000001,51.4472787,highway
7.48813783,51.44654917,highway
7.49060358,51.44501841,highway
7.49154355,51.44460928,highway
7.49158314,51.44459792,highway
7.49158314,51.44459792,highway
7.49171632,51.44451438,highway
7.49087083,51.4437166,highway
7.48967765,51.44270484,highway
7.48823007,51.44163749,highway
7.48632993,51.44074356,highway
7.48467739,51.43997868,highway
7.48081705,51.43852518,highway
7.47883473,51.43784205,highway
7.47613324,51.43731502,highway
7.47648425,51.43770126,highway
7.47905164,51.43873954,highway
7.48134205,51.43974942,highway
7.48399903,51.44169931,highway
7.48533447,51.44340697,highway
7.48622761,51.44459616,highway
7.48717077,51.44385059,highway
7.48505066,51.44372413,highway
7.48065784,51.44360521,highway
7.47710157,51.44334512,highway
7.47432245,51.44304188,highway
7.46923795,51.44236547,highway
7.45767316,51.44155337,highway
7.45621252,51.44156205,highway
7.43607113,51.44425778,highway
7.43208365,51.44555071,highway
7.42762833,51.44797337,highway
7.42369461,51.45269533,highway
7.42324909,51.45363011,highway
7.42142836,51.45707923,highway
7.41919685,51.45977174,highway
7.41582609,51.46247376,highway
7.41027646,51.46547341,highway
7.40733776,51.46691498,highway
7.40364213,51.46894446,highway
7.40045691,51.47100828,highway
7.39693465,51.47350267,highway
7.39580842,51.4744047,highway
7.39303881,51.47820705,highway
7.39357193,51.47975876,highway
7.39378227,51.48035496,highway
7.39638329,51.481355,highway
7.397914999999999,51.48198708,highway
7.39878627,51.48254795,highway
7.39971781,51.48341953,highway
7.40277181,51.48561424,highway
7.40208911,51.48635643,highway
7.40166458,51.48739831,highway
7.40171828,51.48852808,highway
7.40177551,51.48932303,highway
7.40330297,51.48941386,highway
7.40517531,51.48937823,highway
7.40678333,51.48955271,highway
7.41070188,51.49005882,highway
7.48830959,51.44852371,highway
7.4878606,51.4473657,highway
7.48877364,51.44590418,highway
7.48984896,51.44533342,highway
7.49161563,51.44459902,highway
7.49161563,51.44459902,highway
7.49166811,51.44458203,highway
7.49171619,51.44455258,highway
7.49133007,51.44409003,highway
7.49024364,51.44316032,highway
7.48875866,51.44195068,highway
7.48718668,51.44111528,highway
7.483380099999999,51.43937929,highway
7.48108574,51.43857984,highway
7.4787587,51.43779289,highway
7.47660631,51.43717406,highway
7.47611619,51.43732229,highway
7.47772776,51.4382427,highway
7.47959848,51.43901235,highway
7.48253501,51.44053802,highway
7.48475552,51.44264204,highway
7.48569582,51.44399015,highway
7.48727293,51.44456745,highway
7.48660743,51.44373443,highway
7.484235000000001,51.44368475,highway
7.48153303,51.44364431,highway
7.47791623,51.44340339,highway
7.47353623,51.44293253,highway
7.46589931,51.44198871,highway
7.46445984,51.44183075,highway
7.46027101,51.44157461,highway
7.45550234,51.44153709,highway
7.45211282,51.44168005,highway
7.44728985,51.44214825,highway
7.43867641,51.44363073,highway
7.43385415,51.44490426,highway
7.42781488,51.44782095,highway
7.41312605,51.46409079,highway
7.40408956,51.46869816,highway
7.40378123,51.468871500000006,highway
7.40316994,51.46921932,highway
7.40054436,51.4709211,highway
7.39851253,51.47237362,highway
7.3958994,51.47430941,highway
7.39307679,51.47771101,highway
7.39371157,51.47957424,highway
7.39581782,51.48117552,highway
7.39765822,51.48188633,highway
7.40052682,51.48414668,highway
7.40140156,51.48476552,highway
7.40270154,51.48575486,highway
7.40187996,51.48662305,highway
7.4016561,51.48795654,highway
7.40171244,51.48898724,highway
7.4019851999999995,51.48940815,highway
7.40379918,51.48940352,highway
7.40562043,51.48940372,highway
7.40765496,51.48968107,highway
7.41007251,51.49000866,highway
7.48795141,51.44771733,highway
7.48791501,51.44759176,highway
7.49143999,51.44466881,highway
7.49175499,51.44443263,highway
7.49156616,51.44424735,highway
7.49061791,51.44345689,highway
7.48913213,51.44221154,highway
7.48751534,51.4412434,highway
7.48369333,51.43949732,highway
7.48116813,51.43858434,highway
7.478032499999999,51.43751879,highway
7.47730168,51.43728235,highway
7.47617528,51.43746673,highway
7.479781200000001,51.439088399999996,highway
7.48251765,51.4404584,highway
7.48458908,51.44239132,highway
7.48573218,51.44402443,highway
7.48733599,51.44459401,highway
7.48634704,51.44372529,highway
7.48343774,51.44368311,highway
7.4801465,51.44356072,highway
7.47587559,51.44320444,highway
7.47178669,51.44269696,highway
7.46673496,51.44203656,highway
7.46220289,51.44164179,highway
7.45759178,51.44150447,highway
7.44614679,51.44226494,highway
7.44173918,51.44298255,highway
7.43884144,51.44357465,highway
7.43455005,51.44466871,highway
7.42674321,51.44866262,highway
7.41943995,51.45956413,highway
7.41795027,51.46093079,highway
7.41491089,51.46308261,highway
7.41032995,51.46548209,highway
7.40604732,51.46761324,highway
7.40271409,51.46950571,highway
7.39982492,51.47144978,highway
7.39761549,51.47300716,highway
7.3950122,51.47514125,highway
7.39376646,51.47653616,highway
7.39313253,51.47828318,highway
7.39382422,51.47949003,highway
7.39584208,51.48116909,highway
7.3979900999999995,51.482033200000004,highway
7.39852092,51.48236164,highway
7.39852092,51.48236164,highway
7.39913765,51.48285464,highway
7.40012701,51.48383792,highway
7.401975900000001,51.48514465,highway
7.40184508,51.48669105,highway
7.40172669,51.48898248,highway
7.40173619,51.48910993,highway
7.40204579,51.48941131,highway
7.40427819,51.48939614,highway
7.40624926,51.489478399999996,highway
7.40844429,51.48979853,highway
7.41027654,51.49005076,highway
7.48841393,51.44900364,highway
7.48788424,51.44716463,highway
7.48850013,51.44614319,highway
7.49142261,51.444685799999995,highway
7.49153766,51.44464163,highway
7.49162276,51.44461502,highway
7.49162276,51.44461502,highway
7.49160428,51.44431699,highway
7.49034485,51.44323036,highway
7.48934598,51.44237468,highway
7.48784858,51.44138903,highway
7.48595235,51.44052148,highway
7.48411579,51.43965043,highway
7.48259343,51.43906219,highway
7.47984884,51.43814045,highway
7.47814186,51.43757963,highway
7.47628373,51.437564200000004,highway
7.47654028,51.43770623,highway
7.47902796,51.43879853,highway
7.48187171,51.44007703,highway
7.48427049,51.44202041,highway
7.4851088,51.4431098,highway
7.48642323,51.44472404,highway
7.48718397,51.44384743,highway
7.4845393,51.44370743,highway
7.48076636,51.44361802,highway
7.47793417,51.44339924,highway
7.47375611,51.44294895,highway
7.4667056,51.44203594,highway
7.45955142,51.44155538,highway
7.44825667,51.44203321,highway
7.44361652,51.44267168,highway
7.43924965,51.44347184,highway
7.42954176,51.44672861,highway
7.42590944,51.44942057,highway
7.42316953,51.45364015,highway
7.4225418,51.45500932,highway
7.42034358,51.45848985,highway
7.418839599999999,51.46008991,highway
7.41491062,51.46306352,highway
7.41138217,51.46497066,highway
7.4069267000000005,51.46716919,highway
7.40193134,51.46998656,highway
7.40054918,51.47084463,highway
7.39681012,51.47355139,highway
7.39496124,51.47514974,highway
7.39322671,51.47724257,highway
7.39339274,51.47866327,highway
7.39343744,51.47995351,highway
7.39470718,51.4807575,highway
7.39700157,51.48159178,highway
7.39847905,51.48235264,highway
7.39847905,51.48235264,highway
7.39853503,51.48239586,highway
7.39927181,51.48304896,highway
7.40012366,51.48385068,highway
7.40205456,51.4852294,highway
7.40184638,51.48662029,highway
7.40165093,51.48730987,highway
7.40170144,51.48836489,highway
7.40182702,51.48937155,highway
7.40343614,51.48941668,highway
7.40513467,51.48940414,highway
7.40708915,51.48960124,highway
7.41012404,51.49002185,highway
7.48837348,51.44888605,highway
7.48797146,51.44784127,highway
7.48884377,51.44584816,highway
7.49062065,51.4450117,highway
7.49158006,51.44460388,highway
7.49158006,51.44460388,highway
7.49159301,51.44460149,highway
7.4915735,51.44460019,highway
7.49166158,51.44438621,highway
7.49062547,51.44345315,highway
7.48942039,51.44244498,highway
7.48789486,51.44143551,highway
7.48581148,51.4404655,highway
7.48408313,51.43966222,highway
7.48218296,51.43895823,highway
7.47908166,51.43791231,highway
7.47706722,51.43726943,highway
7.47618882,51.4372722,highway
7.4794982999999995,51.43897231,highway
7.48202029,51.44016369,highway
7.48453233,51.44227697,highway
7.48576556,51.44400893,highway
7.48741547,51.44448455,highway
7.48646198,51.443732399999995,highway
7.48344566,51.44368545,highway
7.47978151,51.44354747,highway
7.47387791,51.44301053,highway
7.47020485,51.44252609,highway
7.46469618,51.44186742,highway
7.46068514,51.44161332,highway
7.44985148,51.44188791,highway
7.44490498,51.44248656,highway
7.4399246,51.44339109,highway
7.43493852,51.44461663,highway
7.43064244,51.44621244,highway
7.42687892,51.44860078,highway
7.42392551,51.45223866,highway
7.42261901,51.45497295,highway
7.42000947,51.45894453,highway
7.41848193,51.46047133,highway
7.41574269,51.46256776,highway
7.4113885999999995,51.46498441,highway
7.40820518,51.46654214,highway
7.40505086,51.4681653,highway
7.39832341,51.47248155,highway
7.39512477,51.47505347,highway
7.39335202,51.47710485,highway
7.39336866,51.478562100000005,highway
7.393468700000001,51.48001681,highway
7.3951616,51.48091804,highway
7.39721977,51.48168744,highway
7.3981508,51.48212698,highway
7.39854762,51.48239151,highway
7.39938632,51.48312512,highway
7.40095496,51.48446863,highway
7.40237106,51.48538887,highway
7.40256738,51.48590946,highway
7.40170695,51.48811659,highway
7.40175891,51.48904067,highway
7.40176002,51.48917696,highway
7.40175425,51.48929607,highway
7.4028556,51.48941129,highway
7.40492024,51.4893871,highway
7.40677338,51.48953595,highway
7.4081022,51.48973223,highway
7.41075208,51.4900909,highway
7.48814412,51.44824232,highway
7.48802929,51.44801565,highway
7.48833297,51.44629841,highway
7.48958014,51.44547626,highway
7.49134548,51.44470978,highway
7.49158966,51.44460829,highway
7.49157716,51.44436074,highway
7.49068874,51.44354574,highway
7.48942498,51.44248388,highway
7.48787125,51.44143919,highway
7.48583181,51.44050591,highway
7.48240089,51.43904748,highway
7.47961108,51.438112100000005,highway
7.47653053,51.43720474,highway
7.47617434,51.43732416,highway
7.47745674,51.43813197,highway
7.48185232,51.44009288,highway
7.48446331,51.44225696,highway
7.48532283,51.44339283,highway
7.48661634,51.44472343,highway
7.48732609,51.44393214,highway
7.48516476,51.4437133,highway
7.48222741,51.44368143,highway
7.47835726,51.44344976,highway
7.47371833,51.44295632,highway
7.46974425,51.44243632,highway
7.46530808,51.44190195,highway
7.46272085,51.44170014,highway
7.45643434,51.44154565,highway
7.44939585,51.44190999,highway
7.44454116,51.44252024,highway
7.43907008,51.44354436,highway
7.43556294,51.44438478,highway
7.42971842,51.44660679,highway
7.42600774,51.44936319,highway
7.42336973,51.45331856,highway
7.412677,51.463975700000006,highway
7.418132300000001,51.46076589,highway
7.41530073,51.46283547,highway
7.41142076,51.46495761,highway
7.40845069,51.46639917,highway
7.40202495,51.46999219,highway
7.39856286,51.47227704,highway
7.39704115,51.47339996,highway
7.39420223,51.4759994,highway
7.3930628,51.47767291,highway
7.39371679,51.479035499999995,highway
7.39352497,51.48023174,highway
7.39517298,51.4809385,highway
7.39754116,51.48182654,highway
7.39840844,51.48226448,highway
7.39860178,51.48239932,highway
7.39931817,51.48304302,highway
7.40046073,51.48407106,highway
7.402370299999999,51.48538093,highway
7.40267583,51.48582567,highway
7.40197853,51.48654255,highway
7.4016967000000005,51.48796901,highway
7.40175561,51.48899206,highway
7.4026542,51.48941663,highway
7.40512834,51.48939279,highway
7.40688594,51.48956739,highway
7.40905389,51.48988145,highway
7.41057954,51.49008083,highway
7.41405726,51.49062464,suburban
7.41598491,51.49076235,suburban
7.4169326,51.49062535,suburban
7.4169326,51.49062535,suburban
7.41691275,51.49061343,suburban
7.41735481,51.49007919,suburban
7.41772049,51.4890573,suburban
7.41795848,51.48731098,suburban
7.41873629,51.48642247,suburban
7.41858145,51.48557648,suburban
7.41899609,51.48478604,suburban
7.41808157,51.48360535,suburban
7.41671743,51.48172354,suburban
7.41670975,51.48170768,suburban
7.41670975,51.48170768,suburban
