distance,lat,lon,alt,speed,acc,dir,rsrp,rsrq,sinr,cqi,ta,ci,payload,throughput,rtt,region,hour,weekday
13457.62,51.48908471,7.40174632,180.5,5.26,0.0,0.64,-86,-10,11,9,2,26385409,9.0,23.0695,47,highway,6,Thursday
13511.02,51.48940199,7.40217307,178.42,7.32,-0.65,90.62,-68,-5,32,15,2,26385410,5.0,20.7039,41,highway,6,Thursday
13625.78,51.48941532,7.40399407,178.17,13.94,0.0,91.24,-72,-6,24,13,2,26385410,10.0,35.0723,39,highway,6,Thursday
13746.16,51.48942454,7.40556087,180.42,12.81,-0.07,86.01,-75,-7,17,6,1,26385408,3.0,20.4255,36,highway,6,Thursday
13864.55,51.48964596,7.40725467,182.8,12.88,-0.35,77.92,-74,-5,29,11,1,26385408,0.1,7.14288,37,highway,6,Thursday
14012.03,51.48993333,7.40943804,177.68,13.05,-0.39,78.54,-79,-5,16,12,1,26385408,3.0,15.7068,37,highway,6,Thursday
127.68,51.44877911,7.48836786,255.4,13.45,0.0,187.45,-102,-11,2,9,7,28371201,0.1,2.9304099999999997,223,highway,6,Friday
349.66,51.44678609,7.48802246,256.98,14.36,0.33,169.27,-104,-11,0,8,9,27771909,8.0,10.3778,84,highway,6,Friday
471.82,51.44574508,7.48907657,260.12,15.1,-0.65,138.76,-106,-12,2,9,9,27771909,3.0,5.30152,91,highway,6,Friday
564.04,51.44524157,7.490157400000001,267.3,14.55,0.25,128.07,-103,-10,-3,6,13,28371201,0.5,5.997000000000001,44,highway,6,Friday
680.84,51.44472326,7.49136978,273.03,7.0,-0.65,127.45,-110,-11,1,5,6,27771907,0.1,3.26532,83,highway,6,Friday
812.65,51.44370463,7.49088863,273.73,12.06,0.65,216.43,-88,-5,18,11,6,27771907,8.0,20.1448,96,highway,6,Friday
923.79,51.44284885,7.48986102,272.78,13.61,0.21,216.25,-90,-6,22,12,6,27771907,4.0,18.9349,47,highway,6,Friday
1039.9,51.44204695,7.48891201,275.28,13.86,0.06,219.15,-74,-5,27,12,6,27771907,0.1,4.96896,96,highway,6,Friday
1346.83,51.4403078,7.48541959,286.0,14.94,0.0,232.21,-79,-6,15,11,1,27771908,3.0,15.4639,38,highway,6,Friday
1504.84,51.439423,7.48354948,287.37,14.13,0.0,234.33,-68,-4,32,14,1,27771908,6.0,19.4332,88,highway,6,Friday
1642.19,51.43873043,7.48164504,286.63,15.01,0.86,240.58,-82,-4,32,15,1,27771908,3.0,12.959000000000001,74,highway,6,Friday
1795.05,51.43808311,7.47973041,287.23,14.69,-0.54,240.73,-100,-6,11,1,1,27771908,1.0,4.17537,37,highway,6,Friday
1955.14,51.43739232,7.47761272,288.99,14.61,-0.64,242.18,-104,-7,9,7,1,27771908,0.5,1.45455,83,highway,6,Friday
2093.15,51.437555100000004,7.47623084,289.36,9.56,2.02,42.85,-104,-7,16,8,1,27771908,10.0,16.6286,39,highway,6,Friday
2182.77,51.43812995,7.47734585,290.73,17.28,2.55,53.46,-79,-4,30,1,1,27771908,5.0,20.377,36,highway,6,Friday
2424.05,51.43939534,7.48043995,289.99,22.73,-0.83,53.54,-83,-5,32,15,1,27771908,5.0,10.9379,48,highway,6,Friday
2613.03,51.44047177,7.48243435,286.31,22.66,0.24,42.29,-86,-6,12,15,1,27771908,3.0,12.487,37,highway,6,Friday
2880.76,51.44231419,7.48452585,281.12,23.17,0.0,26.49,-84,-5,16,12,1,27771908,6.0,13.6674,69,highway,6,Friday
3081.39,51.44405911,7.48575433,275.8,17.89,-2.72,21.51,-71,-5,22,15,1,27771909,4.0,12.3219,100,highway,6,Friday
3232.69,51.44458802,7.48725676,268.09,13.77,1.12,129.24,-79,-6,29,15,1,27771909,6.0,17.48,118,highway,6,Friday
3356.95,51.44379488,7.4868455,263.99,14.67,0.58,262.52,-69,-5,25,15,1,27771909,4.0,17.2228,56,highway,6,Friday
3756.11,51.44361995,7.48102956,264.89,24.92,0.43,265.81,-84,-5,22,12,1,27771909,1.0,6.23053,56,highway,6,Friday
4081.49,51.44326088,7.47634007,260.88,25.3,0.03,261.49,-87,-6,22,12,1,27771909,8.0,15.6479,37,highway,6,Friday
4237.22,51.44301439,7.47419844,257.22,25.03,0.02,258.78,-105,-9,10,7,1,27771909,0.1,6.01506,37,highway,6,Friday
4590.18,51.44236465,7.46931725,245.85,26.74,0.0,256.86,-106,-7,15,10,10,30422273,3.0,5.35954,33,highway,6,Friday
4881.47,51.44187305,7.46514433,239.04,29.87,0.0,261.08,-105,-7,0,6,27,31281409,5.0,9.07647,82,highway,6,Friday
5120.75,51.44162404,7.46167817,233.65,30.65,0.0,265.14,-104,-6,10,11,27,31281409,3.0,10.2784,49,highway,6,Friday
5575.83,51.44153555,7.45513389,232.8,31.7,0.0,272.37,-102,-8,6,6,27,31281409,10.0,10.9111,105,highway,6,Friday
5746.2,51.44166682,7.45227968,231.46,33.69,-0.13,275.65,-87,-8,5,10,16,33527552,6.0,18.6989,79,highway,6,Friday
6083.6,51.44209264,7.44751479,225.82,33.53,-0.61,280.83,-79,-4,24,12,16,33527552,5.0,15.3257,98,highway,6,Friday
6419.9,51.4427934,7.44279926,223.77,35.56,1.35,285.45,-68,-6,28,15,16,33527552,10.0,30.4762,60,highway,6,Friday
6771.86,51.44370382,7.43831599,216.91,36.25,0.0,289.86,-78,-5,25,13,16,33527552,8.0,26.6002,48,highway,6,Friday
7146.52,51.44520471,7.43300444,210.14,37.64,0.2,299.52,-88,-6,8,12,1,33527554,9.0,28.2575,65,highway,6,Friday
7471.42,51.44677527,7.42951467,200.0,37.55,-0.28,311.61,-79,-5,21,14,1,33527554,3.0,19.8347,36,highway,6,Friday
7947.19,51.45013694,7.42528793,183.63,36.58,-0.66,331.89,-91,-6,5,9,1,33527554,4.0,8.24955,101,highway,6,Friday
8303.43,51.45311429,7.42344981,171.93,35.75,0.13,342.95,-103,-10,1,6,37,29568770,5.0,10.2328,37,highway,6,Friday
8544.65,51.45526756,7.4224852,161.07,33.56,-1.14,342.86,-97,-11,-1,6,16,27770883,1.0,10.8108,39,highway,6,Friday
8981.5,51.45883653,7.42007627,153.35,30.96,-0.93,331.5,-89,-10,-2,6,13,27770883,5.0,10.5904,37,highway,6,Friday
9232.46,51.46077667,7.418118700000001,151.25,32.72,0.73,323.93,-81,-8,3,12,11,27770883,3.0,13.6596,46,highway,6,Friday
9631.48,51.46338098,7.41445185,150.73,36.76,-0.09,314.13,-77,-6,19,15,6,27770883,10.0,24.5399,62,highway,6,Friday
9975.24,51.46538432,7.41060999,154.22,32.13,-0.69,307.93,-83,-9,8,10,6,27770883,10.0,25.9067,61,highway,6,Friday
10250.48,51.46683483,7.40753712,157.96,34.98,0.0,308.98,-90,-7,13,12,4,27770885,2.0,11.4204,66,highway,6,Friday
10659.51,51.46932312,7.40304501,162.58,34.47,0.25,313.29,-85,-6,10,13,4,27770885,10.0,25.3727,38,highway,6,Friday
11325.56,51.47376213,7.39657638,166.97,30.57,0.0,321.82,-86,-6,14,15,19,27771140,7.0,18.1406,36,highway,6,Friday
11605.93,51.47573069,7.39445646,171.94,28.05,0.0,329.21,-83,-6,8,10,19,27771140,5.0,16.129,81,highway,6,Friday
11870.84,51.47801852,7.39301854,177.87,18.23,1.73,4.61,-85,-7,7,11,19,27771140,4.0,8.94604,83,highway,6,Friday
12012.94,51.47916666,7.39376208,181.26,13.9,-2.62,13.09,-80,-5,23,15,4,27771139,6.0,27.3816,47,highway,6,Friday
12140.68,51.48016021,7.39340451,187.67,8.51,-0.67,14.66,-85,-5,3,6,15,28365058,6.0,24.0361,35,highway,6,Friday
12243.36,51.48077079,7.3946693,188.62,17.05,1.44,56.86,-87,-6,12,10,5,27771139,3.0,21.7786,36,highway,6,Friday
12462.53,51.48179304,7.39741702,189.93,15.73,-0.8,56.39,-86,-7,11,8,6,27771139,9.0,19.1388,95,highway,6,Friday
12574.73,51.48234934,7.39848929,188.52,3.93,-3.21,43.37,-75,-5,23,15,6,27771139,7.0,18.6047,99,highway,6,Friday
12584.12,51.48239124,7.39854755,188.37,0.0,0.0,43.34,-82,-4,22,13,6,27771139,4.0,15.534,34,highway,6,Friday
12584.12,51.48239124,7.39854755,188.09,0.0,0.0,43.34,-84,-5,21,4,6,27771139,0.5,4.4843,111,highway,6,Friday
12636.19,51.48287199,7.39913863,185.19,11.89,0.0,34.93,-89,-6,11,9,6,27771139,4.0,12.8566,91,highway,6,Friday
12792.92,51.48415996,7.40051056,190.61,16.65,-0.08,37.49,-94,-7,9,15,6,27771139,8.0,23.6949,36,highway,6,Friday
12931.82,51.48501816,7.40177448,186.51,15.99,-0.14,42.32,-97,-7,8,6,9,28365058,0.5,3.15706,66,highway,6,Friday
13122.08,51.48634246,7.40203436,182.75,12.17,2.05,329.34,-86,-5,1,6,16,29391105,6.0,6.13732,37,highway,6,Friday
13151.16,51.48654178,7.40189474,183.9,12.96,-0.1,334.22,-95,-11,-2,6,14,33519104,0.1,4.46929,91,highway,6,Friday
13294.81,51.48794193,7.40165797,182.53,13.92,0.09,359.44,-82,-5,16,12,3,26385409,0.5,6.23053,111,highway,6,Friday
13441.53,51.48920344,7.40172013,176.53,8.67,-2.88,0.99,-84,-8,10,12,3,26385409,5.0,20.9424,49,highway,6,Friday
13520.54,51.48941717,7.40267926,176.64,11.18,0.42,90.33,-70,-5,27,13,3,26385410,4.0,17.6893,81,highway,6,Friday
13636.1,51.48941491,7.40428996,179.84,13.45,0.0,91.42,-76,-7,26,15,3,26385410,1.0,5.93032,57,highway,6,Friday
13779.38,51.48950942,7.40639039,185.93,13.12,-0.33,79.1,-72,-6,22,13,1,26385408,3.0,10.6619,100,highway,6,Friday
13906.7,51.48977917,7.40833495,187.54,13.67,0.45,78.98,-76,-5,22,15,1,26385408,4.0,18.3066,41,highway,6,Friday
217.93,51.44812077,7.48809763,249.94,14.51,0.15,193.34,-101,-10,8,8,6,28371201,10.0,9.12513,88,highway,6,Monday
645.97,51.444968700000004,7.49073709,265.89,12.82,-0.76,126.83,-102,-8,10,12,9,27771909,2.0,1.8081099999999999,42,highway,6,Monday
728.21,51.44460518,7.49159454,266.75,0.38,0.0,126.17,-111,-15,-9,5,6,27771909,2.0,1.9109,35,highway,6,Monday
728.47,51.44460518,7.49159454,266.74,0.0,0.0,126.17,-107,-12,-14,6,6,27771907,5.0,4.19068,284,highway,6,Monday
728.47,51.44460518,7.49159454,266.67,0.0,0.0,126.17,-107,-10,-3,5,6,27771907,3.0,2.7793900000000002,180,highway,6,Monday
728.47,51.44458970000001,7.49162668,266.41,0.0,0.0,125.94,-107,-10,-4,5,6,27771907,3.0,4.05885,35,highway,6,Monday
749.43,51.44433516,7.49159461,265.96,9.2,0.0,216.33,-97,-6,19,15,6,27771907,2.0,11.0041,63,highway,6,Monday
890.69,51.44322573,7.49030253,274.06,17.0,0.35,216.35,-74,-5,32,15,6,27771907,6.0,25.4507,35,highway,6,Monday
1042.0,51.44217745,7.48905665,276.29,15.62,0.0,217.41,-66,-4,31,15,6,27771907,2.0,11.9671,36,highway,6,Monday
1208.89,51.44110038,7.48713817,281.24,15.97,-0.05,232.38,-74,-5,27,15,6,27771907,4.0,17.1215,40,highway,6,Monday
1368.24,51.44031654,7.48543621,280.91,16.44,0.0,232.33,-79,-7,16,15,1,27771908,6.0,29.7398,36,highway,6,Monday
1525.07,51.43942081,7.48347761,280.13,16.6,0.29,235.2,-71,-5,29,15,1,27771908,2.0,14.3113,37,highway,6,Monday
1730.81,51.43848703,7.48083112,289.79,14.55,0.0,239.61,-85,-5,29,15,1,27771908,8.0,12.522,111,highway,6,Monday
1907.5,51.43771576,7.47854021,292.04,14.09,0.18,241.66,-99,-5,18,12,1,27771908,9.0,10.2258,44,highway,6,Monday
2035.34,51.43716198,7.47669606,290.78,11.99,0.03,251.46,-106,-9,1,6,1,27771908,8.0,9.5139,36,highway,6,Monday
2100.44,51.43747958,7.47614849,289.78,9.24,1.23,18.81,-105,-8,6,6,1,27771908,4.0,10.4987,89,highway,6,Monday
2183.23,51.43801704,7.47717514,288.55,16.53,1.24,53.28,-79,-4,29,15,1,27771908,0.1,9.09094,37,highway,6,Monday
2375.94,51.43897907,7.47954239,289.31,16.76,-0.62,56.11,-85,-6,30,12,1,27771908,1.0,9.00901,71,highway,6,Monday
2576.89,51.44007803,7.48192138,284.94,19.93,0.96,50.16,-88,-6,27,1,1,27771908,9.0,26.2104,37,highway,6,Monday
2809.31,51.44157904,7.48393254,281.03,21.41,0.0,32.47,-85,-7,13,15,1,27771908,10.0,22.2531,95,highway,6,Monday
2977.85,51.4430139,7.48506524,275.55,18.97,0.0,24.32,-86,-6,23,14,1,27771909,6.0,22.9117,43,highway,6,Monday
3167.07,51.44451546,7.48608973,267.96,12.31,0.0,28.45,-70,-5,29,12,1,27771909,9.0,20.6778,107,highway,6,Monday
3274.84,51.44445913,7.48742343,265.89,12.26,0.0,148.96,-83,-6,26,15,1,27771909,3.0,10.6572,64,highway,6,Monday
3594.64,51.44368683,7.48357383,261.01,23.95,0.03,268.36,-88,-6,27,12,1,27771909,8.0,29.9766,63,highway,6,Monday
4110.78,51.44325708,7.47615293,253.99,25.38,0.21,260.77,-88,-6,17,15,1,27771909,6.0,15.7429,66,highway,6,Monday
4400.77,51.44276543,7.47226352,250.81,27.54,0.0,258.4,-106,-10,-4,5,10,27771909,3.0,6.62069,34,highway,6,Monday
4787.25,51.44205575,7.46665885,240.41,29.32,0.0,259.69,-109,-8,1,6,10,30422273,8.0,8.82029,49,highway,6,Monday
5028.86,51.44173304,7.4631908,236.84,31.88,0.0,263.32,-102,-10,8,12,27,31281409,6.0,9.22545,40,highway,6,Monday
5313.85,51.44155636,7.45877568,231.61,35.31,-0.31,268.75,-102,-7,9,11,27,31281409,2.0,4.3068599999999995,34,highway,6,Monday
5622.67,51.44157627,7.45473218,228.45,34.7,0.0,272.39,-99,-7,11,13,18,33527552,7.0,22.6354,34,highway,6,Monday
5948.73,51.44188661,7.4497086999999995,228.58,35.64,0.62,278.53,-82,-5,26,11,18,33527552,3.0,14.7874,64,highway,6,Monday
6663.36,51.44337043,7.4398165999999994,223.09,34.85,-0.1,288.55,-73,-5,30,12,18,33527552,4.0,16.7539,66,highway,6,Monday
7043.09,51.44453292,7.43509519,214.08,34.91,0.0,294.43,-81,-6,20,15,2,33527554,9.0,27.5124,36,highway,6,Monday
7658.9,51.44777344,7.42795243,195.64,34.38,0.0,318.75,-80,-5,10,15,2,33527554,0.5,8.60215,57,highway,6,Monday
8479.74,51.45444867,7.42288019,160.98,35.76,0.0,343.96,-96,-7,24,10,2,33527554,10.0,6.04595,34,highway,6,Monday
8483.03,51.45444867,7.42288019,160.98,35.76,0.0,343.96,-96,-10,-2,6,47,27771140,0.1,0.355241,357,highway,6,Monday
8815.1,51.45732168,7.42128803,153.5,33.17,0.13,336.53,-96,-12,-3,6,10,33837570,6.0,15.4989,38,highway,6,Monday
9086.84,51.45947235,7.41951316,152.33,33.32,0.0,329.05,-82,-5,1,6,27,33527554,1.0,7.07339,34,highway,6,Monday
9412.3,51.46196217,7.41658842,153.7,35.49,0.13,319.26,-81,-7,12,15,9,27770883,0.5,5.73888,37,highway,6,Monday
10202.1,51.46643761,7.40837624,151.65,35.15,0.0,308.69,-72,-5,28,14,4,27770885,7.0,21.8153,34,highway,6,Monday
10467.59,51.46803725,7.40530352,152.96,35.22,0.0,311.32,-85,-6,18,15,4,27770885,0.1,4.76192,94,highway,6,Monday
10864.35,51.47055207,7.40112599,158.91,30.09,-1.96,318.84,-82,-4,33,10,19,27771140,4.0,16.8599,36,highway,6,Monday
11111.77,51.47211891,7.39884058,165.77,24.17,-0.42,318.68,-87,-6,25,11,19,27771140,2.0,14.3369,34,highway,6,Monday
11431.16,51.47432315,7.39594105,170.45,24.44,0.0,323.29,-86,-6,13,15,19,27771140,5.0,9.40291,96,highway,6,Monday
11569.82,51.47541544,7.39476126,174.92,24.9,0.6,329.7,-83,-6,25,15,19,27771140,0.1,7.14288,34,highway,6,Monday
11878.13,51.47780221,7.39303537,179.72,18.52,0.0,350.57,-81,-7,18,15,19,27771140,6.0,13.3333,34,highway,6,Monday
12022.4,51.47904888,7.39374853,178.18,15.8,0.0,29.65,-82,-5,11,15,4,27771139,3.0,17.48,36,highway,6,Monday
12166.1,51.4802545,7.39353046,182.15,10.67,0.51,34.51,-90,-8,7,14,15,28365058,6.0,22.7596,41,highway,6,Monday
12287.88,51.48087262,7.39501625,186.49,17.01,0.0,57.91,-88,-6,13,9,4,27771139,5.0,30.7692,33,highway,6,Monday
12462.36,51.48166634,7.39716628,188.66,17.3,0.0,57.54,-85,-5,29,13,4,27771139,2.0,12.987,58,highway,6,Monday
12628.99,51.48265271,7.39894882,188.34,11.72,-0.66,39.02,-79,-5,36,13,4,27771139,7.0,26.6033,48,highway,6,Monday
12784.03,51.48381784,7.40014413,188.47,14.55,0.0,35.35,-86,-7,25,12,4,27771139,5.0,9.23148,34,highway,6,Monday
12871.85,51.48441264,7.400898599999999,187.85,13.36,0.0,40.11,-97,-8,13,7,9,28365058,0.5,5.81395,33,highway,6,Monday
13007.26,51.48530257,7.402243799999999,186.11,9.4,0.0,45.97,-99,-8,6,10,9,28365058,3.0,9.68523,40,highway,6,Monday
13130.66,51.48621152,7.40224318,185.42,11.33,0.0,327.04,-93,-5,4,6,16,29391105,6.0,6.800789999999999,34,highway,6,Monday
13184.75,51.48666036,7.40188911,183.94,10.56,-0.38,337.15,-99,-7,1,6,14,33519104,3.0,12.5065,40,highway,6,Monday
13296.32,51.48759168,7.40168451,180.56,10.66,0.0,358.22,-90,-6,4,15,16,27771139,7.0,23.5195,36,highway,6,Monday
13404.66,51.48860109,7.40172278,175.62,11.68,0.0,359.63,-83,-6,14,13,3,26385409,10.0,35.1803,35,highway,6,Monday
13474.88,51.48917594,7.40173609,175.88,3.05,0.0,359.98,-78,-6,21,15,2,26385410,3.0,9.61924,44,highway,6,Monday
13478.55,51.48919833,7.40173706,175.87,0.0,0.0,0.45,-67,-5,32,13,2,26385410,0.1,6.34923,36,highway,6,Monday
13595.28,51.48940405,7.40349272,175.05,12.84,-0.29,90.92,-74,-6,30,12,2,26385410,7.0,27.5455,39,highway,6,Monday
13847.26,51.48959465,7.40700149,175.92,12.99,0.0,77.67,-74,-5,24,12,2,26385408,7.0,17.2255,114,highway,6,Monday
14109.43,51.49008672,7.41079733,166.5,12.14,-0.82,77.55,-76,-5,22,12,2,26385408,7.0,20.7947,33,highway,6,Monday
202.77,51.44810554,7.48807233,251.26,13.78,-1.7,193.98,-101,-9,11,9,7,28371201,5.0,5.42594,45,highway,6,Tuesday
295.31,51.4472787,7.487830000000001,253.36,13.25,0.96,184.2,-106,-11,-4,6,9,27771909,10.0,18.1324,37,highway,6,Tuesday
386.42,51.44654917,7.48813783,255.21,14.27,0.01,162.74,-107,-10,4,10,9,27771909,0.5,3.82409,42,highway,6,Tuesday
625.01,51.44501841,7.49060358,266.96,15.0,0.28,126.32,-106,-11,1,8,9,27771909,8.0,8.92608,37,highway,6,Tuesday
710.58,51.44460928,7.49154355,271.55,3.06,-4.1,127.61,-108,-11,2,9,6,27771907,2.0,3.4866,44,highway,6,Tuesday
717.75,51.44459792,7.49158314,271.51,0.0,0.0,126.24,-111,-11,-5,5,6,27771907,8.0,13.35,78,highway,6,Tuesday
717.75,51.44459792,7.49158314,271.26,0.0,0.0,126.24,-110,-10,1,6,6,27771907,8.0,8.10948,37,highway,6,Tuesday
719.28,51.44451438,7.49171632,269.6,2.62,0.0,156.7,-110,-12,-3,7,6,27771907,8.0,21.8132,57,highway,6,Tuesday
802.68,51.4437166,7.49087083,272.83,15.19,0.0,215.3,-91,-6,22,11,6,27771907,9.0,30.4826,34,highway,6,Tuesday
952.05,51.44270484,7.48967765,271.6,14.87,0.0,216.01,-90,-6,28,11,6,27771907,3.0,11.395999999999999,79,highway,6,Tuesday
1098.35,51.44163749,7.48823007,278.5,14.09,0.0,226.41,-65,-5,34,15,6,27771907,5.0,15.8856,104,highway,6,Tuesday
1271.32,51.44074356,7.48632993,279.54,15.5,0.0,232.67,-78,-6,17,14,6,27771907,5.0,9.794319999999999,50,highway,6,Tuesday
1400.08,51.43997868,7.48467739,281.08,15.89,0.0,232.8,-79,-8,22,15,1,27771908,8.0,26.8908,34,highway,6,Tuesday
1707.53,51.43852518,7.48081705,284.45,17.18,0.0,240.73,-92,-7,24,11,1,27771908,1.0,3.92542,108,highway,6,Tuesday
1854.0,51.43784205,7.47883473,288.42,14.92,-8.23,243.01,-105,-7,10,12,1,27771908,0.5,7.64818,37,highway,6,Tuesday
2061.55,51.43731502,7.47613324,289.99,8.36,0.0,332.16,-106,-8,7,8,1,27771908,6.0,8.73045,36,highway,6,Tuesday
2112.47,51.43770126,7.47648425,290.14,11.66,0.0,47.72,-83,-5,31,15,1,27771908,1.0,8.03213,42,highway,6,Tuesday
2312.39,51.43873954,7.47905164,289.99,21.5,0.0,60.02,-78,-4,25,15,1,27771908,6.0,18.2302,128,highway,6,Tuesday
2508.75,51.43974942,7.48134205,284.5,23.6,0.0,52.86,-88,-5,27,12,1,27771908,2.0,13.985999999999999,43,highway,6,Tuesday
2783.06,51.44169931,7.48399903,277.36,23.69,0.0,31.26,-84,-5,20,12,1,27771908,5.0,14.9645,42,highway,6,Tuesday
3001.49,51.44340697,7.48533447,272.19,22.86,0.0,23.3,-80,-6,19,12,1,27771909,9.0,37.2285,36,highway,6,Tuesday
3149.9,51.44459616,7.48622761,270.44,14.63,0.0,43.91,-71,-5,28,12,1,27771909,0.1,4.8193,37,highway,6,Tuesday
3314.78,51.44385059,7.48717077,262.67,14.17,0.29,233.31,-67,-5,39,15,1,27771909,8.0,26.4791,37,highway,6,Tuesday
3475.14,51.44372413,7.48505066,263.07,20.81,0.0,267.7,-81,-6,28,12,1,27771909,3.0,11.8402,43,highway,6,Tuesday
3764.27,51.44360521,7.48065784,264.6,26.13,0.0,264.88,-82,-5,38,12,1,27771909,10.0,23.4055,37,highway,6,Tuesday
4011.27,51.44334512,7.47710157,260.84,28.32,-0.33,261.97,-87,-6,19,11,1,27771909,3.0,10.0167,104,highway,6,Tuesday
4229.8,51.44304188,7.47432245,255.99,27.64,0.0,258.23,-94,-7,11,15,1,27771909,0.1,3.8277699999999997,37,highway,6,Tuesday
4575.04,51.44236547,7.46923795,243.98,29.28,0.0,258.37,-108,-7,11,12,10,30422273,5.0,14.9757,67,highway,6,Tuesday
5375.11,51.44155337,7.45767316,230.94,33.62,0.17,269.17,-102,-7,12,12,27,31281409,10.0,10.7643,36,highway,6,Tuesday
5480.64,51.44156205,7.45621252,231.43,34.36,0.0,270.47,-102,-10,6,5,27,31281409,0.5,7.561439999999999,34,highway,6,Tuesday
6943.33,51.44425778,7.43607113,217.26,34.78,0.0,292.68,-76,-5,24,15,18,33527552,5.0,18.8947,34,highway,6,Tuesday
7258.05,51.44555071,7.43208365,207.11,33.95,0.0,302.23,-80,-5,11,12,1,33527554,1.0,7.346189999999999,56,highway,6,Tuesday
7647.21,51.44797337,7.42762833,191.28,36.78,0.0,319.15,-80,-5,11,12,1,33527554,6.0,19.4253,56,highway,6,Tuesday
8251.11,51.45269533,7.42369461,165.47,36.52,0.0,342.03,-91,-9,20,8,1,33527554,8.0,7.47576,43,highway,6,Tuesday
8365.71,51.45363011,7.42324909,161.15,36.65,0.0,343.77,-99,-12,-5,6,48,27771140,2.0,9.2539,59,highway,6,Tuesday
8781.38,51.45707923,7.42142836,152.41,37.59,0.0,337.27,-91,-9,-4,12,11,33837570,6.0,15.8259,36,highway,6,Tuesday
9108.72,51.45977174,7.41919685,150.82,37.13,0.0,327.9,-88,-10,3,9,11,33837570,3.0,14.0433,34,highway,6,Tuesday
9502.03,51.46247376,7.41582609,152.62,39.31,0.0,316.53,-82,-8,15,10,10,27770883,6.0,23.5294,36,highway,6,Tuesday
10004.79,51.46547341,7.41027646,152.29,37.16,0.0,308.1,-92,-10,9,8,10,27770883,10.0,16.8705,50,highway,6,Tuesday
10280.29,51.46691498,7.40733776,153.43,36.59,0.0,309.14,-95,-7,10,8,4,27770885,5.0,17.6913,34,highway,6,Tuesday
10619.26,51.46894446,7.40364213,156.1,32.8,0.0,313.23,-82,-10,-6,10,4,27770885,5.0,18.2899,63,highway,6,Tuesday
10929.81,51.47100828,7.40045691,160.17,28.85,0.0,316.67,-81,-8,25,15,18,27771140,7.0,28.1974,59,highway,6,Tuesday
11292.07,51.47350267,7.39693465,164.76,25.71,0.0,321.17,-83,-6,20,15,18,27771140,9.0,12.5786,48,highway,6,Tuesday
11411.81,51.4744047,7.39580842,165.56,25.68,0.0,323.5,-85,-6,8,9,55,33527554,0.5,8.56531,35,highway,6,Tuesday
11895.06,51.47820705,7.39303881,174.36,19.09,0.0,1.52,-76,-6,8,6,4,27771139,1.0,9.28074,35,highway,6,Tuesday
12080.02,51.47975876,7.39357193,177.6,14.32,0.12,337.63,-85,-6,14,9,4,27771139,7.0,23.0169,41,highway,6,Tuesday
12170.48,51.48035496,7.39378227,181.54,12.53,0.0,57.5,-84,-5,16,12,4,27771139,0.1,9.52385,34,highway,6,Tuesday
12370.4,51.481355,7.39638329,185.08,15.66,-0.41,59.66,-80,-5,24,11,4,27771139,6.0,20.0585,34,highway,6,Tuesday
12506.67,51.48198708,7.397914999999999,186.57,12.73,0.0,52.98,-84,-5,20,12,4,27771139,6.0,25.0915,33,highway,6,Tuesday
12594.93,51.48254795,7.39878627,185.59,9.62,0.0,39.73,-78,-6,25,11,4,27771139,9.0,32.3305,35,highway,6,Tuesday
12710.29,51.48341953,7.39971781,183.76,14.47,0.0,34.51,-81,-6,13,11,4,27771139,3.0,12.8205,34,highway,6,Tuesday
13034.58,51.48561424,7.40277181,185.51,7.55,0.0,26.05,-98,-7,8,7,9,28365058,9.0,14.0543,42,highway,6,Tuesday
13126.99,51.48635643,7.40208911,183.85,12.83,-0.16,330.92,-109,-14,0,3,8,28365058,5.0,8.97666,33,highway,6,Tuesday
13248.85,51.48739831,7.40166458,182.73,13.62,0.0,353.25,-94,-7,7,15,14,33519104,10.0,21.4305,35,highway,6,Tuesday
13380.37,51.48852808,7.40171828,178.71,14.11,0.0,0.27,-88,-6,20,12,2,26385409,7.0,17.8914,76,highway,6,Tuesday
13464.19,51.48932303,7.40177551,176.13,5.66,-1.42,24.63,-76,-5,29,12,2,26385410,0.5,9.47867,37,highway,6,Tuesday
13568.74,51.48941386,7.40330297,173.38,12.45,0.0,90.84,-73,-5,16,15,2,26385410,4.0,19.7531,34,highway,6,Tuesday
13698.75,51.48937823,7.40517531,173.65,12.51,0.0,89.7,-77,-9,18,12,2,26385410,4.0,19.8265,32,highway,6,Tuesday
13820.21,51.48955271,7.40678333,174.82,13.69,0.0,77.85,-73,-5,22,14,1,26385408,1.0,7.462689999999999,79,highway,6,Tuesday
14097.43,51.49005882,7.41070188,168.9,12.18,0.0,78.83,-77,-5,23,15,1,26385408,2.0,14.7194,34,highway,6,Tuesday
167.15,51.44852371,7.48830959,256.24,14.46,-0.82,190.95,-99,-9,8,8,7,28371201,4.0,8.79846,276,highway,6,Wednesday
296.17,51.4473657,7.4878606,256.76,14.08,-0.47,186.75,-108,-9,-2,6,9,27771909,5.0,13.7127,35,highway,6,Wednesday
465.15,51.44590418,7.48877364,262.03,15.2,0.15,144.78,-105,-10,2,8,9,27771909,8.0,14.6991,67,highway,6,Wednesday
556.02,51.44533342,7.48984896,264.48,15.93,0.49,129.69,-102,-9,2,6,13,28371201,0.1,4.00002,131,highway,6,Wednesday
723.23,51.44459902,7.49161563,269.88,0.0,0.0,127.34,-107,-8,2,6,6,27771907,9.0,5.741630000000001,515,highway,6,Wednesday
