distance,lat,lon,alt,speed,acc,dir,rsrp,rsrq,sinr,cqi,ta,ci,payload,throughput,rtt,region,hour,weekday
4384.73,51.4726571,7.45263048,161.78,13.8,0.0,107.38,-79,-5,26,13,7,29568768,1.0,12.3457,37,suburban,14,Wednesday
4525.05,51.47235964,7.4546211,161.56,13.54,0.0,107.3,-85,-6,35,15,7,29568768,1.0,6.2893099999999995,88,suburban,14,Wednesday
4660.23,51.47195451,7.45637807,158.52,14.66,0.0,113.16,-88,-6,29,10,7,29568768,1.0,9.852219999999999,36,suburban,14,Wednesday
4795.85,51.47139287,7.45814348,154.96,9.95,0.0,116.25,-91,-6,28,11,7,29568768,2.0,9.73828,69,suburban,14,Wednesday
4866.08,51.47113255,7.45904708,154.07,0.0,0.0,115.75,-92,-7,22,12,7,29568768,8.0,10.0282,86,suburban,14,Wednesday
4866.08,51.47113255,7.45904708,154.04,0.0,0.0,115.75,-84,-8,12,12,7,29568768,10.0,13.557,36,suburban,14,Wednesday
4866.08,51.47113255,7.45904708,154.02,0.0,0.0,115.75,-88,-8,15,11,7,29568768,0.1,5.09556,90,suburban,14,Wednesday
4866.08,51.47113255,7.45904708,153.95,0.0,0.0,115.75,-84,-8,20,12,7,29568768,6.0,8.33623,48,suburban,14,Wednesday
4945.62,51.47075164,7.46037333,153.84,9.19,0.45,111.41,-97,-12,-1,5,7,29568768,3.0,7.817589999999999,35,suburban,14,Wednesday
5015.84,51.47051277,7.46125919,152.9,9.87,0.0,114.7,-94,-10,3,7,6,29568769,0.1,3.25204,37,suburban,14,Wednesday
5170.47,51.46995312,7.463204400000001,152.96,13.3,0.0,114.75,-100,-10,-2,6,13,26378498,3.0,6.312469999999999,35,suburban,14,Wednesday
5290.24,51.46953924,7.46502516,152.97,15.44,0.0,105.75,-101,-9,0,4,13,26378498,3.0,10.984000000000002,47,suburban,14,Wednesday
5455.76,51.46944601,7.46726847,152.74,15.82,0.0,88.42,-96,-8,-2,6,15,29401601,7.0,20.6414,35,suburban,14,Wednesday
5617.86,51.46971049,7.46976984,153.19,17.82,0.6,79.99,-105,-12,0,8,15,29401601,3.0,11.2835,34,suburban,14,Wednesday
5777.51,51.46983702,7.47209981,154.63,17.67,-0.74,90.91,-98,-9,4,6,20,31263232,1.0,7.561439999999999,38,suburban,14,Wednesday
6098.91,51.46954262,7.47673564,160.82,13.79,-0.33,86.2,-100,-10,1,5,20,31263232,7.0,5.58102,41,suburban,14,Wednesday
6102.92,51.46954262,7.47673564,160.82,13.79,0.0,86.2,-101,-13,-6,6,25,28371200,0.1,4.678380000000001,56,suburban,14,Wednesday
6464.33,51.47019753,7.48166339,173.21,8.0,0.0,164.33,-90,-6,10,8,8,26378497,0.5,8.69565,43,suburban,14,Wednesday
6575.26,51.46915681,7.48213064,171.73,8.29,0.0,168.31,-93,-8,1,5,8,26378497,3.0,7.20288,87,suburban,14,Wednesday
6662.57,51.46836585,7.48243424,170.66,12.99,0.0,164.05,-91,-7,7,7,8,29913344,1.0,5.6338,90,suburban,14,Wednesday
6793.4,51.46722602,7.48277263,169.93,14.05,0.0,175.76,-88,-6,19,9,8,29913344,4.0,19.3822,46,suburban,14,Wednesday
6934.45,51.46593567,7.48233757,169.24,15.79,0.0,196.21,-84,-5,18,10,8,29913344,2.0,10.595999999999998,54,suburban,14,Wednesday
7180.96,51.46388537,7.48104562,163.77,11.67,0.0,196.54,-80,-6,14,13,2,29913346,0.5,8.403360000000001,36,suburban,14,Wednesday
7300.3,51.46288251,7.48056093,166.24,11.8,0.0,196.47,-73,-5,21,15,2,29913346,7.0,31.1457,38,suburban,14,Wednesday
7381.65,51.46217478,7.48024902,168.15,0.98,0.0,195.71,-83,-6,27,14,2,29913346,2.0,9.58658,69,suburban,14,Wednesday
7423.16,51.46202412,7.48092672,170.42,11.61,0.13,93.35,-83,-6,13,11,2,29913346,3.0,12.1151,72,suburban,14,Wednesday
7556.1,51.462006,7.4826962,175.49,8.94,0.0,90.32,-81,-9,18,15,2,29913346,10.0,17.4749,94,suburban,14,Wednesday
7639.67,51.46187214,7.48391168,175.22,11.19,0.0,127.48,-84,-6,16,10,2,29913345,4.0,9.70285,98,suburban,14,Wednesday
7724.64,51.4613435,7.48441288,177.33,9.19,0.0,174.52,-85,-6,27,12,2,29913345,6.0,13.8249,94,suburban,14,Wednesday
7835.52,51.46023887,7.48451531,185.3,12.41,0.38,183.95,-90,-9,11,8,2,29913345,4.0,10.4918,77,suburban,14,Wednesday
7994.33,51.4588327,7.48411967,195.38,14.04,0.0,192.67,-105,-9,8,5,2,29913345,10.0,14.9841,38,suburban,14,Wednesday
8104.1,51.45782328,7.48375976,203.03,15.21,0.74,193.34,-105,-10,4,7,2,29913345,4.0,10.2204,54,suburban,14,Wednesday
8256.65,51.45646359,7.48336841,208.09,16.04,0.0,188.65,-96,-9,11,8,7,28371200,5.0,12.7226,88,suburban,14,Wednesday
8409.18,51.45511653,7.48337031,213.88,11.24,0.0,173.48,-91,-11,11,9,7,28371200,7.0,16.2272,36,suburban,14,Wednesday
8560.7,51.4538643,7.48424146,221.7,15.91,0.0,147.57,-89,-6,15,14,6,28371202,9.0,19.3861,66,suburban,14,Wednesday
8664.45,51.45311385,7.48543035,229.58,15.65,0.48,135.02,-82,-6,22,10,6,28371202,0.1,6.7796899999999996,37,suburban,14,Wednesday
8867.16,51.45183505,7.48720119,241.1,14.93,0.0,151.14,-87,-7,10,11,6,28371202,7.0,19.9715,64,suburban,14,Wednesday
101.74,51.49066522,7.41420132,149.92,11.8,0.49,76.2,-89,-6,13,14,8,26385408,0.1,6.060630000000001,92,suburban,14,Thursday
228.87,51.49078999,7.41591427,149.5,11.48,-0.18,86.88,-84,-6,7,6,4,29391105,3.0,11.7073,38,suburban,14,Thursday
297.7,51.49067841,7.41678275,150.46,2.63,0.0,104.07,-81,-5,22,15,4,29391105,0.1,4.4944,51,suburban,14,Thursday
302.39,51.49066062,7.416857,150.03,0.0,0.0,104.8,-81,-7,21,11,4,29391105,6.0,16.2107,51,suburban,14,Thursday
302.39,51.49066062,7.416857,150.11,0.0,0.0,99.63,-80,-6,22,15,4,29391105,0.1,4.41991,51,suburban,14,Thursday
551.9,51.48826689,7.41772678,152.9,15.25,0.33,180.66,-88,-7,11,15,4,29391105,3.0,15.3649,51,suburban,14,Thursday
746.55,51.48672742,7.41864903,144.79,13.87,-0.51,159.5,-96,-9,0,6,9,28365056,8.0,13.2286,92,suburban,14,Thursday
847.11,51.48592611,7.41850797,143.46,10.43,0.21,191.17,-102,-7,10,15,9,28365056,9.0,22.605999999999998,42,suburban,14,Thursday
1018.08,51.48437883,7.418825999999999,150.33,13.43,1.04,200.85,-96,-11,-1,6,11,29391105,6.0,6.14361,53,suburban,14,Thursday
1148.51,51.48334338,7.41778991,149.47,13.11,-0.47,213.02,-97,-10,4,14,9,28365056,5.0,5.42152,127,suburban,14,Thursday
1280.31,51.48235531,7.41704624,147.77,10.28,0.39,200.74,-100,-11,-2,5,9,28365056,10.0,8.92558,60,suburban,14,Thursday
1332.31,51.48190167,7.41680548,149.18,10.05,-0.62,200.19,-98,-11,4,7,9,28365056,3.0,6.23701,74,suburban,14,Thursday
1372.48,51.48164389,7.41665729,151.24,0.0,-2.19,199.72,-90,-9,11,12,9,28365056,0.1,4.444459999999999,45,suburban,14,Thursday
1574.11,51.48162372,7.41968574,150.81,16.59,0.1,85.55,-87,-9,5,6,5,28365057,9.0,15.0849,55,suburban,14,Thursday
1761.19,51.48188719,7.42242595,134.33,18.74,1.31,77.97,-93,-12,0,6,5,28365057,10.0,14.0154,51,suburban,14,Thursday
1933.91,51.48222708,7.42474679,129.85,16.95,-0.75,77.69,-104,-10,4,8,5,28365057,9.0,14.4202,67,suburban,14,Thursday
2104.4,51.48255545,7.42706224,129.87,9.99,-2.94,81.62,-101,-11,-1,3,17,28368386,5.0,5.78285,37,suburban,14,Thursday
2181.55,51.4826475,7.42827284,132.38,11.37,4.45,87.93,-97,-9,1,5,17,28368386,9.0,9.19658,37,suburban,14,Thursday
2247.94,51.48259456,7.42923934,133.79,13.21,0.15,93.9,-96,-11,1,5,17,28368386,9.0,22.2017,37,suburban,14,Thursday
2341.3,51.48245686,7.43074542,138.07,12.91,-1.56,95.55,-99,-9,-1,6,6,28367106,0.5,10.6101,35,suburban,14,Thursday
2456.53,51.48231351,7.43212172,140.0,0.0,0.0,96.99,-93,-8,7,12,12,28368386,6.0,10.5657,85,suburban,14,Thursday
2456.53,51.48231351,7.43212172,140.01,0.0,0.0,96.99,-94,-9,9,10,12,28368386,3.0,15.4143,39,suburban,14,Thursday
2456.7,51.48229762,7.43214602,141.27,1.07,1.04,94.1,-92,-8,21,9,12,28368386,6.0,15.5794,38,suburban,14,Thursday
2663.38,51.48208402,7.43529748,142.68,12.86,0.0,96.79,-97,-11,4,4,4,28367106,7.0,10.3608,37,suburban,14,Thursday
2761.84,51.48197452,7.43669672,145.17,6.7,0.0,96.95,-90,-9,5,6,4,28367105,5.0,9.18485,37,suburban,14,Thursday
2819.65,51.48190285,7.43769551,144.35,10.17,-4.72,96.49,-89,-7,0,14,4,28367105,0.5,8.62069,45,suburban,14,Thursday
2910.1,51.4818218,7.43890604,147.05,8.94,1.71,96.14,-91,-8,7,15,4,28367105,3.0,5.98802,47,suburban,14,Thursday
3012.24,51.48172327,7.44049316,149.97,12.74,-1.23,96.07,-92,-7,1,9,9,28368386,6.0,18.8828,61,suburban,14,Thursday
3123.71,51.4814093,7.44193946,150.1,13.64,1.34,124.68,-99,-14,-3,4,9,28368386,3.0,13.4831,42,suburban,14,Thursday
3286.98,51.4802373,7.44321156,153.97,12.42,0.99,169.61,-90,-5,14,15,7,28367105,3.0,4.84359,109,suburban,14,Thursday
3412.97,51.47922095,7.44407188,157.89,14.4,-0.36,151.53,-106,-12,0,4,7,28367105,2.0,3.98605,37,suburban,14,Thursday
3582.39,51.47787329,7.44522918,158.55,12.48,-0.58,151.11,-104,-10,4,6,7,28368386,4.0,4.7983199999999995,74,suburban,14,Thursday
3669.02,51.47716109,7.44584658,158.14,13.95,0.78,151.72,-102,-11,1,6,7,28368384,4.0,8.971119999999999,40,suburban,14,Thursday
3766.94,51.47637227,7.44653347,158.66,12.56,-3.45,151.87,-91,-6,14,10,11,29568768,0.5,8.080810000000001,36,suburban,14,Thursday
3887.21,51.475501200000004,7.44730059,159.77,11.41,-0.67,150.07,-90,-6,10,12,11,29568768,0.1,5.36915,38,suburban,14,Thursday
3985.48,51.47485883,7.44797628,158.89,0.0,0.0,143.28,-96,-7,10,15,6,28368384,10.0,11.5523,37,suburban,14,Thursday
3985.48,51.47485883,7.44797628,158.84,0.0,0.0,143.28,-100,-9,-1,7,6,28368384,2.0,4.41136,45,suburban,14,Thursday
3985.48,51.47485883,7.44797628,158.75,0.0,0.0,143.28,-99,-10,-1,8,6,28368384,7.0,22.2134,36,suburban,14,Thursday
3985.48,51.47485883,7.44797628,158.51,0.0,0.0,143.28,-100,-9,7,6,6,28368384,2.0,6.788289999999999,61,suburban,14,Thursday
3985.48,51.47485883,7.44797628,158.14,0.0,0.0,143.28,-100,-8,7,7,6,28368384,8.0,22.5273,47,suburban,14,Thursday
3995.01,51.47471601,7.44817705,146.39,6.39,0.15,141.02,-101,-8,5,7,6,28368384,8.0,9.47306,95,suburban,14,Thursday
4049.67,51.47430791,7.44874053,152.82,10.19,1.06,140.07,-99,-8,8,9,6,28368384,10.0,19.98,42,suburban,14,Thursday
4116.63,51.47382091,7.44948092,155.68,11.61,1.46,135.04,-87,-6,9,6,7,29568768,1.0,12.2888,37,suburban,14,Thursday
4234.1,51.47314524,7.45084027,167.42,10.05,-0.2,122.49,-82,-5,24,15,7,29568768,3.0,16.3043,37,suburban,14,Thursday
4370.6,51.47267134,7.45263017,164.78,14.71,-0.24,107.63,-84,-6,20,15,7,29568768,7.0,26.1927,37,suburban,14,Thursday
4511.35,51.47237433,7.45460054,160.96,14.01,-0.17,106.56,-83,-8,25,13,7,29568768,6.0,23.541,38,suburban,14,Thursday
4626.82,51.47203914,7.45615037,162.53,14.32,0.01,112.51,-88,-6,11,10,7,29568768,0.1,6.201569999999999,37,suburban,14,Thursday
4782.55,51.47144484,7.45809339,160.16,12.03,0.0,116.99,-87,-8,17,12,7,29568768,4.0,23.845,37,suburban,14,Thursday
4974.35,51.4706549,7.46079071,156.13,13.48,0.42,112.81,-91,-9,13,8,7,29568768,9.0,11.0531,42,suburban,14,Thursday
5060.38,51.47033441,7.46191819,160.2,14.53,2.41,115.05,-96,-9,-1,6,6,29568769,1.0,3.05694,87,suburban,14,Thursday
5219.36,51.46974544,7.46397103,157.57,15.75,0.64,111.37,-102,-12,1,4,13,26378498,7.0,13.4389,37,suburban,14,Thursday
5391.91,51.46941706,7.46634161,153.92,19.14,0.0,95.95,-101,-10,2,7,13,26378498,9.0,16.5555,79,suburban,14,Thursday
5532.03,51.4695581,7.46858379,151.44,18.87,1.23,81.2,-102,-9,-1,5,14,29401601,3.0,15.2575,45,suburban,14,Thursday
5759.31,51.46982569,7.47158916,154.9,19.75,0.0,89.24,-97,-10,-1,6,19,31263232,3.0,7.07339,44,suburban,14,Thursday
5900.22,51.46969377,7.47377785,157.43,19.09,0.67,98.26,-99,-12,-3,6,19,31263232,1.0,9.21659,37,suburban,14,Thursday
6215.84,51.46965304,7.47823943,166.58,9.46,-5.07,78.94,-103,-13,-4,5,19,31263232,5.0,3.5398199999999997,189,suburban,14,Thursday
6262.98,51.46976127,7.47880213,168.03,5.11,0.86,74.37,-95,-13,1,6,26,28371200,8.0,10.5803,732,suburban,14,Thursday
6297.51,51.46987023,7.47930959,168.26,8.81,1.23,73.43,-88,-10,6,9,8,26378497,9.0,23.691999999999997,54,suburban,14,Thursday
6384.91,51.47013886,7.48057743,172.44,14.05,0.75,70.68,-80,-6,22,12,8,26378497,0.5,5.02513,45,suburban,14,Thursday
6482.67,51.47014072,7.48169998,173.8,9.62,2.12,165.44,-91,-9,9,7,8,26378497,0.1,5.673780000000001,37,suburban,14,Thursday
6633.48,51.46865333,7.48230495,174.77,13.21,4.01,167.03,-89,-11,-1,8,8,29913344,4.0,12.9502,36,suburban,14,Thursday
6769.23,51.46759042,7.4827349000000005,174.8,8.08,0.0,169.99,-94,-10,4,7,8,29913344,7.0,16.3839,38,suburban,14,Thursday
6867.92,51.46667826,7.48271542,173.29,15.34,0.0,187.47,-92,-7,19,14,8,29913344,2.0,12.2982,36,suburban,14,Thursday
7183.02,51.46397388,7.48104021,172.24,15.02,0.0,196.43,-86,-11,4,12,8,29913344,6.0,20.8424,39,suburban,14,Thursday
7340.45,51.46261989999999,7.48042429,174.27,12.69,0.0,196.7,-73,-6,27,15,2,29913346,8.0,19.312,55,suburban,14,Thursday
7382.95,51.46231692,7.48028972,174.83,0.0,0.0,198.74,-87,-6,20,9,2,29913346,8.0,27.3621,39,suburban,14,Thursday
7382.95,51.46231692,7.48028972,174.7,0.0,0.0,198.74,-84,-7,20,12,2,29913346,2.0,8.90373,39,suburban,14,Thursday
7398.04,51.46211806,7.48020569,174.19,1.13,0.0,196.44,-86,-6,19,10,2,29913346,6.0,19.8675,38,suburban,14,Thursday
7399.78,51.46211156,7.4802046,174.17,0.0,0.0,196.44,-87,-6,25,9,2,29913346,4.0,15.0943,46,suburban,14,Thursday
7438.19,51.46204018,7.48083787,172.73,11.16,0.0,92.26,-87,-7,15,10,2,29913346,1.0,6.10687,86,suburban,14,Thursday
7574.63,51.46202291,7.48293523,175.59,13.02,-0.18,90.21,-83,-10,9,11,2,29913346,5.0,22.4215,36,suburban,14,Thursday
7703.62,51.46165952,7.48441255,181.77,10.4,0.55,161.45,-82,-9,25,15,2,29913345,8.0,18.3066,46,suburban,14,Thursday
7863.99,51.46016487,7.4845975000000005,191.07,13.29,-0.24,183.35,-86,-9,16,9,2,29913345,9.0,12.3818,37,suburban,14,Thursday
8013.1,51.45886007,7.4841509,201.27,11.92,-1.09,191.22,-100,-11,4,8,2,29913345,9.0,9.191880000000001,35,suburban,14,Thursday
8041.29,51.45865485,7.484074900000001,201.81,10.86,-0.97,191.33,-100,-11,2,5,2,29913345,0.1,5.00002,36,suburban,14,Thursday
8197.62,51.45717755,7.48358009,212.66,16.32,0.31,191.95,-94,-8,8,5,7,28371200,4.0,11.8299,48,suburban,14,Thursday
8387.92,51.4554521,7.48327,219.57,16.56,1.26,179.36,-91,-9,11,9,7,28371200,8.0,14.4372,55,suburban,14,Thursday
8563.29,51.45395378,7.48407762,223.57,17.39,0.87,151.51,-90,-6,10,12,6,28371202,8.0,13.6519,60,suburban,14,Thursday
8663.06,51.45334154,7.48512805,227.17,16.26,-0.3,129.85,-89,-6,16,1,6,28371202,1.0,9.4451,36,suburban,14,Thursday
8817.54,51.45240602,7.48671475,234.71,15.4,0.68,142.21,-83,-6,24,15,6,28371202,1.0,8.81057,38,suburban,14,Thursday
8959.1,51.45127248,7.48763585,239.98,14.53,-0.47,158.77,-90,-7,5,5,6,28371202,0.1,5.51726,37,suburban,14,Thursday
111.48,51.49055935,7.41420756,155.34,14.55,0.0,78.34,-89,-6,15,12,9,26385408,0.5,4.5977,94,suburban,14,Friday
267.63,51.49066497,7.41640819,152.75,11.64,0.0,96.68,-82,-5,16,15,10,26385408,8.0,21.143,198,suburban,14,Friday
307.61,51.49058655,7.41694684,152.58,0.0,0.0,104.73,-83,-5,22,12,4,29391105,1.0,10.4849,68,suburban,14,Friday
307.61,51.49058655,7.41694684,152.54,0.0,0.0,104.73,-77,-6,28,12,4,29391105,8.0,20.5589,48,suburban,14,Friday
307.61,51.49058655,7.41694684,152.44,0.0,0.0,104.73,-77,-8,26,15,4,29391105,5.0,18.7617,49,suburban,14,Friday
307.61,51.49057515,7.41694831,152.15,0.0,0.0,26.07,-77,-6,28,15,4,29391105,6.0,26.9058,48,suburban,14,Friday
307.61,51.49056042,7.41688593,150.52,0.0,0.0,291.67,-77,-6,25,15,4,29391105,5.0,18.5357,59,suburban,14,Friday
336.7,51.49023067,7.41725637,151.77,10.76,0.0,168.0,-76,-5,29,15,4,29391105,10.0,21.9599,94,suburban,14,Friday
424.66,51.48941254,7.41759176,151.75,14.75,0.0,167.49,-83,-5,25,15,4,29391105,0.1,4.444459999999999,119,suburban,14,Friday
639.67,51.48745992,7.41782373,150.25,15.7,0.0,162.42,-91,-7,11,9,4,29391105,7.0,13.8648,60,suburban,14,Friday
743.38,51.48669326,7.41867303,144.33,13.29,-0.18,156.77,-102,-8,11,7,10,28365056,1.0,8.3682,41,suburban,14,Friday
850.07,51.48580416,7.41849775,144.04,10.13,0.0,184.95,-94,-8,24,8,10,28365056,0.1,4.27809,81,suburban,14,Friday
1358.46,51.4816852,7.41665375,152.31,2.05,-3.7,200.85,-90,-11,9,8,8,28365056,0.5,4.149380000000001,95,suburban,14,Friday
1360.8,51.4816852,7.41665375,152.44,0.0,0.0,200.85,-91,-9,7,8,8,28365056,0.1,4.93829,51,suburban,14,Friday
1360.8,51.4816852,7.41665375,152.61,0.0,0.0,200.85,-89,-10,6,7,8,28365056,4.0,11.4123,42,suburban,14,Friday
1360.8,51.48168663,7.41662437,153.16,0.0,0.0,200.85,-92,-9,4,6,8,28365056,10.0,17.208,54,suburban,14,Friday
1360.8,51.48172983,7.41659316,154.08,0.0,0.0,354.13,-93,-11,6,9,8,28365056,6.0,15.3748,46,suburban,14,Friday
1364.47,51.48160155,7.41654316,154.93,2.83,0.0,171.64,-91,-12,4,8,8,28365056,5.0,10.7066,95,suburban,14,Friday
1450.16,51.48154699,7.41789222,154.12,13.77,0.0,83.65,-86,-9,4,9,5,28365057,5.0,14.4928,37,suburban,14,Friday
1658.3,51.48169799,7.42097367,146.31,17.83,0.0,81.97,-84,-10,5,9,5,28365057,9.0,13.4479,37,suburban,14,Friday
1786.04,51.48195241,7.42288952,143.6,17.58,0.0,78.26,-98,-11,-3,4,5,28365057,3.0,7.759460000000001,35,suburban,14,Friday
2008.87,51.48238406,7.42591284,132.91,15.87,0.0,76.74,-99,-8,5,8,16,28368386,2.0,2.55714,46,suburban,14,Friday
2109.81,51.48258413,7.42732002,134.2,5.2,0.0,78.81,-102,-13,-2,6,16,28368386,7.0,10.2302,38,suburban,14,Friday
2187.1,51.48260068,7.42852338,134.56,11.37,0.0,92.4,-97,-12,1,6,16,28368386,6.0,8.805719999999999,34,suburban,14,Friday
2362.3,51.48240837,7.43101459,137.37,9.37,0.0,96.85,-97,-11,1,7,16,28368386,10.0,9.466339999999999,44,suburban,14,Friday
2382.2,51.48238442,7.43126338,137.91,0.0,0.0,96.05,-89,-9,4,12,5,28367106,8.0,14.4633,41,suburban,14,Friday
2382.2,51.48238442,7.43126338,137.92,0.0,0.0,96.05,-96,-8,4,6,5,28367106,9.0,20.2817,43,suburban,14,Friday
2382.2,51.48238442,7.43126338,137.87,0.0,0.0,96.05,-94,-9,2,9,5,28367106,9.0,13.2548,108,suburban,14,Friday
2382.2,51.48238442,7.43126338,137.89,0.0,0.0,96.05,-96,-10,0,4,5,28367106,3.0,10.084,43,suburban,14,Friday
2399.4,51.48235376,7.43162931,137.97,6.99,0.0,97.45,-94,-9,0,4,5,28367106,6.0,10.2324,40,suburban,14,Friday
2439.08,51.48229505,7.4322234,139.99,5.87,0.0,96.38,-98,-11,3,6,12,28368386,1.0,6.13497,42,suburban,14,Friday
2547.73,51.48217324,7.43382493,140.85,12.59,0.0,96.82,-88,-9,10,11,11,28368386,2.0,7.17811,39,suburban,14,Friday
2682.17,51.48204264,7.43568272,142.71,12.41,0.0,95.69,-85,-7,10,15,4,28367106,7.0,20.4978,38,suburban,14,Friday
2801.81,51.48191367,7.43742429,145.34,10.2,0.0,96.64,-91,-10,7,11,4,28367105,4.0,13.3445,39,suburban,14,Friday
2855.5,51.48185118,7.43829769,147.69,1.73,0.5,86.9,-82,-5,15,8,4,28367105,9.0,18.5854,88,suburban,14,Friday
2881.97,51.4818439,7.43874027,150.46,6.21,1.26,96.61,-93,-6,14,10,4,28367105,2.0,15.0659,39,suburban,14,Friday
2978.13,51.48174846,7.44012183,150.02,11.51,0.0,95.34,-93,-7,11,7,8,28368386,0.5,3.38409,45,suburban,14,Friday
3123.43,51.48133286,7.44209931,152.39,13.9,-0.66,127.95,-97,-11,10,7,8,28368386,3.0,7.8125,37,suburban,14,Friday
3221.14,51.48072589,7.44305195,153.82,11.75,0.0,137.75,-85,-5,18,15,7,28367105,0.1,4.232819999999999,45,suburban,14,Friday
3372.46,51.4794661,7.44382187,155.62,15.74,0.0,151.61,-101,-10,0,7,7,28367105,1.0,5.09554,36,suburban,14,Friday
3531.9,51.47819365,7.44492342,157.18,13.74,0.0,151.46,-107,-12,-2,4,14,29568768,1.0,5.38721,43,suburban,14,Friday
3601.89,51.47768305,7.44538749,158.18,0.91,0.0,150.27,-102,-9,4,7,7,28368384,1.0,5.02513,45,suburban,14,Friday
3602.4,51.47768305,7.44538749,158.31,0.0,0.0,150.27,-100,-9,10,8,7,28368384,9.0,20.1342,42,suburban,14,Friday
3645.8,51.47720963,7.44580175,159.19,13.76,0.0,151.6,-100,-8,11,7,7,28368384,0.1,3.12501,36,suburban,14,Friday
3811.78,51.47590487,7.44690278,159.58,14.19,0.0,151.68,-84,-9,22,9,11,29568768,4.0,22.9391,37,suburban,14,Friday
4042.82,51.47425557,7.44877348,157.5,9.03,0.0,140.43,-99,-9,7,7,7,28368384,9.0,13.5415,97,suburban,14,Friday
4122.38,51.47369609,7.44962705,158.46,11.08,0.12,133.54,-92,-8,11,11,7,28368384,10.0,26.4901,37,suburban,14,Friday
4223.41,51.47313805,7.4508116,157.52,12.32,1.48,123.14,-83,-5,17,10,7,29568768,10.0,39.0434,35,suburban,14,Friday
4388.08,51.47260615,7.45297124,157.96,16.48,0.0,106.25,-75,-5,33,13,7,29568768,7.0,21.9264,39,suburban,14,Friday
4530.13,51.47226026,7.45506419,159.54,14.47,0.32,108.54,-83,-5,26,15,7,29568768,6.0,24.1085,38,suburban,14,Friday
4679.77,51.47179636,7.456892,156.75,12.63,0.0,115.12,-87,-6,26,12,7,29568768,9.0,26.1818,46,suburban,14,Friday
4791.36,51.47133636,7.4583535,152.77,9.07,0.0,115.6,-89,-7,21,11,7,29568768,4.0,13.3167,38,suburban,14,Friday
4845.57,51.47114803,7.45900942,151.04,0.0,0.0,116.05,-93,-8,19,7,7,29568768,6.0,8.755930000000001,50,suburban,14,Friday
4845.57,51.47114803,7.45900942,150.94,0.0,0.0,116.05,-86,-11,10,10,7,29568768,4.0,2.72712,54,suburban,14,Friday
4848.18,51.47108648,7.45921768,150.34,5.63,0.0,116.84,-86,-11,7,11,7,29568768,10.0,12.4883,394,suburban,14,Friday
4880.45,51.47090942,7.45978005,151.42,9.32,0.78,116.04,-95,-9,8,6,7,29568768,2.0,8.01603,47,suburban,14,Friday
4997.5,51.47051403,7.46125977,151.85,13.14,0.0,114.34,-94,-8,0,4,6,29568769,5.0,16.0385,43,suburban,14,Friday
5167.95,51.46986935,7.46354361,152.61,13.27,0.0,113.47,-100,-10,2,7,15,26378498,6.0,9.19012,38,suburban,14,Friday
5303.87,51.46950746,7.46535984,151.94,13.5,0.0,103.24,-97,-8,5,7,15,26378498,4.0,5.77201,96,suburban,14,Friday
5368.13,51.46943283,7.46629736,152.3,13.4,0.0,95.81,-96,-9,5,9,14,29401601,0.5,8.60215,39,suburban,14,Friday
5540.0,51.46955277,7.46875054,151.25,15.76,0.0,81.94,-99,-10,0,7,14,29401601,3.0,14.742,37,suburban,14,Friday
5764.5,51.46980919,7.4719868,157.5,17.48,0.0,89.4,-98,-11,-3,9,14,29401601,10.0,17.5362,40,suburban,14,Friday
5920.26,51.46969223,7.47419834,160.23,16.75,0.0,97.35,-102,-9,4,6,21,31263232,2.0,4.43582,37,suburban,14,Friday
6104.36,51.46955818,7.4768561,164.55,14.94,0.0,88.56,-99,-12,-7,6,94,29908736,6.0,8.697230000000001,40,suburban,14,Friday
6196.26,51.46967691,7.47821269,165.89,11.59,0.0,78.23,-100,-12,-1,6,25,28371200,2.0,6.94746,37,suburban,14,Friday
6255.45,51.46981423,7.47896683,169.33,0.0,0.0,75.73,-87,-7,9,9,8,26378497,9.0,17.7866,45,suburban,14,Friday
6255.45,51.46981423,7.47896683,169.33,0.0,0.0,75.73,-87,-7,9,12,8,26378497,0.1,4.6243,46,suburban,14,Friday
6255.45,51.46981423,7.47896683,169.36,0.0,0.0,75.73,-86,-8,10,7,8,26378497,2.0,7.213710000000001,123,suburban,14,Friday
6289.85,51.46992962,7.47960354,171.81,9.16,0.0,72.19,-82,-8,15,10,8,26378497,0.1,4.79044,52,suburban,14,Friday
6436.56,51.47025551,7.48159019,172.57,7.5,0.0,141.03,-86,-9,1,6,8,26378497,8.0,15.3073,45,suburban,14,Friday
6567.85,51.46913711,7.48213021,171.7,6.23,0.0,168.13,-91,-10,7,11,8,26378497,10.0,11.9725,48,suburban,14,Friday
6585.36,51.46898089,7.48220286,171.91,0.0,0.0,163.25,-93,-12,-1,5,8,29913344,8.0,15.6671,50,suburban,14,Friday
6603.83,51.46868828,7.48228792,171.65,9.7,1.84,166.83,-92,-8,7,9,8,29913344,5.0,10.3896,39,suburban,14,Friday
6769.89,51.46726845,7.48276814,169.73,12.27,0.0,176.88,-95,-9,12,12,8,29913344,8.0,17.288,40,suburban,14,Friday
6894.09,51.46606595,7.48236006,166.6,15.2,-0.45,197.87,-91,-6,14,12,8,29913344,4.0,15.2891,38,suburban,14,Friday
7024.13,51.46504798,7.48157848,165.08,14.43,0.0,201.51,-83,-6,11,11,8,29913344,1.0,12.966,38,suburban,14,Friday
